省份,城市,河流,流域,断面名称,监测时间,水质类别,水温,pH,pH类别,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,叶绿素,藻密度,站点情况
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/27 0:00,Ⅳ,30.24,7.47,-,3.28,3.06,0.12,0.0709,1.911,185.4,10.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/27 0:00,劣Ⅴ,29.38,9.67,-,9.351,1.49,0.08,0.0077,0.454,115.6,2.6,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/27 0:00,Ⅱ,27.07,7.97,-,7.459,3.081,0.025,0.0564,1.095,137.7,16.3,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/27 0:00,Ⅲ,24.77,7.14,-,5.967,1.728,0.025,0.0627,1.034,128.5,19.4,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/27 0:00,Ⅲ,27.39,6.84,-,5.47,2.337,0.056,0.0517,2.036,259.3,13.1,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/27 0:00,Ⅲ,17.84,7.3,-,5.74,1.02,0.025,0.01,1.16,122.9,8.01,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/27 0:00,Ⅱ,27.56,6.92,-,6.902,2,0.0558,0.0795,1.316,192,31.3,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/27 0:00,劣Ⅴ,31.06,9.36,-,10.05,1.714,0.025,0.043,1.287,118.91,6.5,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/27 0:00,Ⅱ,28.11,7.28,-,7.146,2.979,0.06,0.0759,1.629,171.4,97.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/27 0:00,Ⅳ,28.41,7.231,-,3.494,1.95,0.0957,0.1465,1.8575,253.917,29.434,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/27 4:00,劣Ⅴ,29.4,9.15,-,9.408,0.91,0.03,0.029,0.76,112.3,2.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/27 4:00,Ⅳ,30.37,7.53,-,4.525,3.61,0.2699,0.1619,2.555,379.6,130.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/27 4:00,劣Ⅴ,30.4,9.74,-,9.274,4.3,0.025,0.005,0.519,111.93,2.23,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/27 4:00,Ⅴ,30.1,7.52,-,2.674,3.055,0.14,0.0991,1.815,198.8,16.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/27 4:00,劣Ⅴ,29.3,9.62,-,9.23,1.52,0.15,0.0077,0.47,115.2,2.6,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/27 4:00,Ⅱ,27.17,8,-,7.647,2.1,0.025,0.0521,1.139,138.8,13.3,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/27 4:00,Ⅲ,24.67,7.13,-,5.792,1.852,0.025,0.0589,1.124,128.2,18.5,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/27 4:00,Ⅳ,27,6.73,-,4.495,1.978,0.124,0.0573,2.028,271.8,13.7,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/27 4:00,Ⅲ,18.06,7.31,-,5.8,1.34,0.025,0.01,1,123.49,5.77,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/27 4:00,Ⅲ,28.51,6.82,-,5.672,2.6,0.0663,0.0813,1.163,233.1,94.1,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/27 4:00,劣Ⅴ,30.72,9.28,-,9.86,1.679,0.025,0.039,1.314,116.8,6.2,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/27 4:00,Ⅱ,27.67,7.17,-,7.105,2.909,0.06,0.0767,1.614,169.9,66.2,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/27 4:00,Ⅴ,28.78,7.185,-,2.839,2.8,1.0613,0.1433,2.5129,303.883,16.356,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/27 8:00,劣Ⅴ,29.5,9.17,-,9.62,1.05,0.04,0.026,0.76,112.6,2.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/27 8:00,Ⅳ,30.36,7.54,-,4.648,3.62,0.2255,0.1596,2.379,379.3,101.3,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/27 8:00,劣Ⅴ,29.9,9.75,-,8.892,4.84,0.025,0.005,0.609,111.9,2.44,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/27 8:00,Ⅴ,29.83,7.45,-,2.589,3.198,0.11,0.1061,1.895,195.2,17.8,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/27 8:00,劣Ⅴ,29.26,9.62,-,9.282,1.55,0.1,0.0089,0.454,115.5,2.6,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/27 8:00,Ⅱ,25.43,7.74,-,6.511,3.117,0.025,0.0535,1.375,143.6,21.5,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/27 8:00,Ⅲ,24.46,7.12,-,5.664,2.079,0.025,0.056,1.315,127.8,18.1,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/27 8:00,Ⅳ,27.11,6.66,-,3.927,2.154,0.1828,0.0671,2.329,305.9,12.9,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/27 8:00,Ⅱ,18.42,7.35,-,6.23,2.25,0.025,0.01,0.98,123.79,4.44,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/27 8:00,Ⅱ,27.86,6.79,-,6.369,1.7,0.0509,0.0782,1.236,197.6,42.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/27 8:00,劣Ⅴ,30.57,9.25,-,9.84,1.62,0.025,0.045,1.179,116.42,5.91,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/27 8:00,Ⅱ,28.08,7.35,-,7.173,3.533,0.08,0.0833,1.622,176.2,129.2,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/27 8:00,劣Ⅴ,28.66,7.077,-,1.66,3.82,2.1597,0.1531,2.9579,254.755,39.581,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/27 12:00,劣Ⅴ,30.6,9.25,-,9.971,1.08,0.03,0.019,0.616,113.6,2.3,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/27 12:00,Ⅳ,31.11,7.55,-,4.765,3.49,0.2329,0.158,2.56,386.3,89.5,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/27 12:00,劣Ⅴ,31.3,9.76,-,9.706,4.81,0.025,0.005,0.528,112.56,2.07,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/27 12:00,Ⅴ,30.81,7.47,-,2.716,3.134,0.08,0.085,1.862,194.4,11.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/27 12:00,劣Ⅴ,30.25,9.63,-,9.275,1.28,0.09,0.0083,0.461,115.9,2.5,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/27 12:00,Ⅱ,27.07,7.89,-,7.277,0.25,0.025,0.0561,1.151,143.4,14,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/27 12:00,Ⅲ,25.43,7.15,-,5.731,2.079,0.025,0.0577,1.266,128.8,18.2,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/27 12:00,Ⅳ,27.85,6.64,-,3.774,2.204,0.1889,0.0694,2.294,324.7,12.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/27 12:00,Ⅱ,19.45,7.44,-,6.68,1.75,0.025,0.02,1.07,131.87,8.79,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/27 12:00,Ⅲ,31.11,6.62,-,5.702,2.3,0.0642,0.0778,1.001,253.2,76,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/27 12:00,劣Ⅴ,31.77,9.44,-,10.46,1.902,0.025,0.045,1.186,119.55,5.54,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/27 12:00,Ⅱ,28.02,7.36,-,7.03,3.132,0.08,0.0814,1.646,176.4,71.6,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/27 12:00,Ⅴ,29.2,7.128,-,2.196,3.69,1.6419,0.1725,3.2169,249.567,24.032,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/27 16:00,劣Ⅴ,30.6,9.25,-,10.145,1.07,0.03,0.016,0.567,114,2.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/27 16:00,Ⅳ,31.34,7.55,-,4.83,3.65,0.2539,0.1601,2.586,387.2,112,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/27 16:00,劣Ⅴ,33.2,9.75,-,9.369,4.94,0.025,0.0099,0.617,112.78,1.98,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/27 16:00,Ⅴ,31.54,7.48,-,2.965,3.258,0.09,0.0833,1.775,190.9,10.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/27 16:00,劣Ⅴ,30.8,9.68,-,9.205,1.75,0.08,0.0105,0.548,115.7,2.7,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/27 16:00,Ⅱ,27.82,7.98,-,7.651,2.488,0.025,0.0515,1.348,141.3,12.6,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/27 16:00,Ⅲ,25.43,7.19,-,5.932,2.183,0.025,0.0564,1.007,128.4,20.1,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/27 16:00,Ⅳ,29.11,6.68,-,4.479,2.104,0.1736,0.0723,2.244,344.6,14.4,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/27 16:00,Ⅱ,18.81,7.37,-,6.35,1.93,0.025,0.01,1.06,121.95,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/27 16:00,Ⅲ,32.1,6.49,-,5.321,2.4,0.0665,0.0782,1.167,271,40.9,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/27 16:00,劣Ⅴ,31.36,9.53,-,10.88,2.489,0.025,0.046,1.016,118.31,5.75,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/27 16:00,Ⅱ,28.01,7.33,-,6.92,3.152,0.08,0.0838,1.653,176,62.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/27 16:00,Ⅴ,29.26,7.161,-,2.059,3.81,1.6149,0.1581,3.102,255.449,22.696,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/27 20:00,劣Ⅴ,30.1,9.29,-,10.149,1.29,0.03,0.013,0.623,114.2,2.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/27 20:00,Ⅳ,31.14,7.55,-,4.826,3.16,0.2409,0.1519,2.626,381.4,116.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/27 20:00,劣Ⅴ,31.7,9.75,-,9.344,8.07,0.025,0.005,0.512,112.43,2.39,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/27 20:00,Ⅴ,30.82,7.43,-,2.819,3.431,0.08,0.082,1.775,179,11.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/27 20:00,劣Ⅴ,30.12,9.68,-,9.447,1.62,0.08,0.0074,0.451,115.8,2.5,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/27 20:00,Ⅱ,27.82,8.02,-,7.602,3.031,0.025,0.0571,1.392,140.9,22.4,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/27 20:00,Ⅱ,24.87,7.17,-,6.044,1.924,0.025,0.0574,1.024,128.4,21.8,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/27 20:00,Ⅳ,27.42,6.6,-,3.063,2.621,0.2965,0.092,2.337,352.8,36.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/27 20:00,Ⅲ,18.23,7.31,-,5.85,1.06,0.025,0.01,1.15,121.94,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/27 20:00,Ⅱ,28.36,6.74,-,6.303,1.8,0.0676,0.0777,1.106,207.5,28.9,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/27 20:00,劣Ⅴ,31.09,9.44,-,10.59,2.19,0.025,0.042,1.037,117.15,5.44,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/27 20:00,Ⅱ,28.07,7.28,-,6.876,2.89,0.08,0.0758,1.665,175,62.2,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/27 20:00,劣Ⅴ,29.09,7.12,-,1.412,3.7,2.0642,0.1541,3.1333,260.753,15.643,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/28 0:00,劣Ⅴ,29.7,9.25,-,10.246,1.29,0.03,0.013,0.623,113.7,2.6,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/28 0:00,Ⅳ,31.13,7.52,-,4.276,3.16,0.2409,0.1519,2.626,391.6,71.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/28 0:00,劣Ⅴ,31.1,9.78,-,9.352,8.07,0.025,0.005,0.512,112.32,2.62,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/28 0:00,Ⅳ,30.15,7.41,-,3.514,3.431,0.08,0.082,1.775,157.2,13.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/28 0:00,劣Ⅴ,29.76,9.67,-,9.474,1.62,0.08,0.0074,0.451,115.7,2.5,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/28 0:00,Ⅱ,27.39,7.87,-,6.804,3.031,0.025,0.0571,1.392,132.7,76.1,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/28 0:00,Ⅲ,24.67,7.17,-,5.852,1.924,0.025,0.0574,1.024,127.6,21.3,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/28 0:00,Ⅳ,27.53,6.6,-,3.287,2.621,0.2965,0.092,2.337,370.8,18.8,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/28 0:00,Ⅲ,18.58,7.33,-,5.76,1.06,0.025,0.01,1.15,124.02,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/28 0:00,Ⅲ,29.79,6.74,-,5.617,1.8,0.0676,0.0777,1.106,257.5,51,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/28 0:00,劣Ⅴ,30.69,9.32,-,9.89,1.827,0.025,0.038,1.098,115.04,4.94,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/28 0:00,Ⅱ,28.01,7.27,-,6.835,2.751,0.08,0.0785,1.609,175.2,50.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/28 0:00,劣Ⅴ,28.73,7.115,-,1.491,3.7,2.0642,0.1541,3.1333,260.979,20.707,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/28 4:00,劣Ⅴ,29.5,9.24,-,9.805,1.42,0.03,0.015,0.623,113.2,2.5,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/28 4:00,Ⅳ,30.78,7.5,-,3.743,3.28,0.47,0.1494,2.329,401.4,60.7,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/28 4:00,劣Ⅴ,31.1,9.74,-,9.283,10.76,0.025,0.005,0.543,112.22,2.75,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/28 4:00,Ⅳ,29.66,7.4,-,3.65,2.872,0.09,0.0862,1.626,150.6,13.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/28 4:00,劣Ⅴ,29.47,9.65,-,9.355,1.48,0.14,0.008,0.379,115.6,2.6,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/28 4:00,Ⅱ,27.93,8.05,-,7.707,2.247,0.025,0.0624,1.023,144.1,38,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/28 4:00,Ⅲ,24.67,7.16,-,5.751,1.935,0.025,0.0526,0.999,127.8,20.7,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/28 4:00,Ⅲ,26.8,6.79,-,5.024,2.73,0.2173,0.1078,2.724,352.1,45.8,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/28 4:00,Ⅲ,18.19,7.31,-,5.64,1.34,0.025,0.01,1.06,122.88,4.97,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/28 4:00,Ⅲ,29.59,6.69,-,5.476,2.9,0.0621,0.0741,1.183,264.1,42,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/28 4:00,劣Ⅴ,30.4,9.2,-,9.61,1.737,0.025,0.039,1.07,112.93,3.97,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/28 4:00,Ⅱ,27.93,7.22,-,6.856,2.573,0.08,0.0794,5.749,174.4,38.1,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/28 4:00,劣Ⅴ,28.52,7.147,-,6.547,3.46,2.0372,0.1535,3.4352,259.334,14.747,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/28 8:00,劣Ⅴ,29.7,9.25,-,9.993,1.41,0.05,0.015,0.61,113.5,2.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/28 8:00,Ⅳ,30.75,7.49,-,3.845,2.96,0.3663,0.1363,2.324,400.9,57.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/28 8:00,劣Ⅴ,30.8,9.77,-,9.397,11.16,0.025,0.005,0.6,112.35,2.14,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/28 8:00,Ⅳ,29.58,7.39,-,3.568,2.926,0.11,0.0883,1.675,148.4,13.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/28 8:00,劣Ⅴ,29.41,9.68,-,9.421,1.79,0.11,0.0089,0.429,115.4,2.5,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/28 8:00,Ⅱ,27.28,7.99,-,7.32,2.113,0.025,0.0618,1.221,143.3,43.7,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/28 8:00,Ⅱ,24.77,7.16,-,6.048,2.203,0.025,0.0525,1.166,125.7,20.8,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/28 8:00,Ⅳ,26.59,6.81,-,4.91,2.538,0.2652,0.1185,2.922,314,61,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/28 8:00,Ⅱ,20.26,7.45,-,6.55,2.2,0.025,0.02,1.04,129.81,4.32,,,正常
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/28 8:00,Ⅱ,27.92,6.73,-,6.477,1.7,0.0578,0.0767,1.261,199.6,26,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/28 8:00,劣Ⅴ,30.29,9.17,-,9.39,1.918,0.025,0.041,0.982,112.31,3.69,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/28 8:00,Ⅱ,27.88,7.17,-,6.849,2.776,0.09,0.0772,6.626,173.5,51.2,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/28 8:00,劣Ⅴ,28.58,7.137,-,1.492,3.84,2.2265,0.1416,3.5173,256.946,21.091,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/28 12:00,劣Ⅴ,30.6,9.28,-,9.982,1.26,0.04,0.011,0.585,113.9,2.4,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/28 12:00,Ⅳ,31.63,7.5,-,4.207,3.67,0.3882,0.1454,2.545,399.5,68.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/28 12:00,劣Ⅴ,31.8,9.75,-,9.442,10.95,0.025,0.005,0.5,112.73,1.99,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/28 12:00,Ⅳ,30.99,7.41,-,3.377,2.897,0.11,0.0897,1.721,151,14.4,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/28 12:00,劣Ⅴ,30.35,9.67,-,9.372,1.64,0.1,0.0089,0.439,116,2.3,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/28 12:00,Ⅱ,27.5,7.97,-,7.317,2.616,0.025,0.0537,1.204,143,28.9,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/28 12:00,Ⅲ,25.24,7.17,-,5.985,2.183,0.025,0.0547,1.144,126.9,22.8,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/28 12:00,Ⅳ,27,6.83,-,4.94,2.471,0.1615,0.0955,2.439,300.4,36.5,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/28 12:00,Ⅱ,19.54,7.46,-,6.59,1.69,0.025,0.01,1.05,130.73,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/28 12:00,Ⅱ,30.24,6.6,-,6.28,1.6,0.0603,0.0764,1.09,214.4,26.7,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/28 12:00,劣Ⅴ,31.16,9.4,-,10.27,2.19,0.025,0.048,1.335,113.83,3.69,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/28 12:00,Ⅱ,27.94,7.18,-,6.773,2.667,0.09,0.0805,1.542,173.4,39.2,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/28 12:00,Ⅴ,29.13,7.2,-,2.37,4.07,1.9235,0.1613,3.4234,254.785,21.882,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/28 16:00,劣Ⅴ,30.7,9.28,-,10.442,1.09,0.04,0.011,0.585,114.7,2.6,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/28 16:00,Ⅳ,31.79,7.5,-,4.184,3.97,0.4338,0.1534,2.441,402.5,77.8,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/28 16:00,劣Ⅴ,33.1,9.77,-,9.326,10.82,0.025,0.005,0.485,113.24,2.02,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/28 16:00,Ⅳ,31.51,7.42,-,3.475,2.902,0.1,0.0797,1.782,153.9,12.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/28 16:00,劣Ⅴ,31.04,9.67,-,9.219,1.78,0.09,0.0089,0.476,115.9,2.4,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/28 16:00,Ⅱ,28.04,8.06,-,7.463,2.066,0.025,0.0515,1.129,138.4,42.3,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/28 16:00,Ⅲ,25.15,7.18,-,5.85,1.728,0.025,0.0529,1.163,126.4,22.2,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/28 16:00,Ⅲ,28.18,6.91,-,5.56,2.412,0.1216,0.0815,2.365,291,26.1,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/28 16:00,-3,18.42,7.39,-,,1.46,0.025,0.01,1.02,122.9,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/28 16:00,Ⅲ,32.59,6.49,-,5.839,2.7,0.0644,0.0764,1.207,240.7,41.8,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/28 16:00,劣Ⅴ,31.78,9.52,-,10.85,2.631,0.025,0.043,1.179,115.46,3.67,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/28 16:00,Ⅱ,28.01,7.17,-,6.412,2.618,0.09,0.0827,1.614,172.1,36.7,,,正常
浙江省,杭州市,京杭运河,太湖流域,顾家桥,2021/8/28 16:00,Ⅴ,29.28,7.238,-,2.887,3.72,1.7718,0.1574,3.2508,252.869,27.466,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,三潭岛,2021/8/28 20:00,劣Ⅴ,30.1,9.3,-,10.335,1.06,0.03,0.01,0.554,114.2,2.8,,,正常
浙江省,杭州市,京杭运河,太湖流域,五杭运河大桥,2021/8/28 20:00,Ⅳ,31.48,7.49,-,3.759,3.53,0.4446,0.1516,2.463,400.2,76.1,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,大坝前,2021/8/28 20:00,劣Ⅴ,32.1,9.76,-,9.273,11.29,0.025,0.0101,0.499,112.31,2.51,,,正常
浙江省,杭州市,东苕溪,太湖流域,奉口,2021/8/28 20:00,Ⅳ,30.85,7.38,-,3.144,2.837,0.11,0.0841,1.844,152.1,12.6,,,正常
浙江省,杭州市,千岛湖,浙闽片河流,小金山,2021/8/28 20:00,劣Ⅴ,30.61,9.66,-,9.211,1.71,0.1,0.0086,0.523,115.7,2.5,,,正常
浙江省,杭州市,分水江,浙闽片河流,桐君山,2021/8/28 20:00,Ⅱ,27.71,8.01,-,7.115,1.563,0.0259,0.0503,1.053,139.8,50.2,,,正常
浙江省,杭州市,富春江,浙闽片河流,桐庐,2021/8/28 20:00,Ⅱ,24.67,7.17,-,6.026,1.728,0.025,0.052,1.081,125.8,21.7,,,正常
浙江省,杭州市,南苕溪,太湖流域,汪家埠,2021/8/28 20:00,Ⅲ,28.48,6.92,-,5.572,2.371,0.1131,0.0728,2.258,292,22.2,,,正常
浙江省,杭州市,新安江,浙闽片河流,洋溪渡,2021/8/28 20:00,Ⅱ,17.98,7.34,-,6.05,1.15,0.025,0.01,1.04,122.63,,,,维护
浙江省,杭州市,浦阳江,浙闽片河流,浦阳江出口,2021/8/28 20:00,Ⅱ,28.47,6.68,-,6.949,1.9,0.0557,0.0782,1.077,190.2,21.4,,,正常
浙江省,杭州市,新安江,浙闽片河流,街口(鸠坑口),2021/8/28 20:00,劣Ⅴ,31.81,9.45,-,10.36,2.423,0.025,0.037,1.111,114.12,3.39,,,正常
浙江省,杭州市,钱塘江,浙闽片河流,闸口,2021/8/28 20:00,Ⅱ,28.04,7.27,-,8.015,2.578,0.09,0.0814,1.588,168.9,32.9,,,正常
