水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度
29.48,7.51,2.244,3.502,0.14,0.089,2.683,191.8,10.7
27.23,7.47,4.505,2.272,0.0654,0.0749,2.218,290.3,12.8
27.77,7.147,4.594,1.13,0.0449,0.1176,1.399,215.525,59.144
30.6,7.35,2.531,3.72,0.2791,0.1371,2.828,418.2,58.6
29.57,7.52,2.207,3.62,0.07,0.0968,2.695,193.1,11.1
27.42,7.53,5.313,2.272,0.0498,0.0636,2.333,289.4,12.1
28.01,7.147,4.393,1.29,0.1301,0.1088,1.4481,259.319,63.44
31.28,7.36,2.894,4.18,0.3707,0.1417,2.946,424.9,49.7
31.63,7.58,2.695,3.748,0.08,0.1007,2.666,193.3,9.8
28.07,7.45,5.604,2.424,0.0484,0.0674,2.235,295.9,17.2
28.85,7.131,4.301,0.95,0.1331,0.1112,1.4789,278.1,66.33
31.76,7.37,3.265,4.18,0.3707,0.1417,2.946,425.6,65
32.12,7.58,3.005,3.787,0.08,0.0922,2.647,192.3,9.9
29.02,8.07,8.802,2.424,0.0484,0.0674,2.235,286.9,21.2
29.18,7.2,4.659,0.95,0.1331,0.1112,1.4789,227.777,75.639
31.6,7.39,3.14,4.38,0.4155,0.1509,2.919,421.8,75.3
31.46,7.53,2.378,4.16,0.08,0.0879,2.616,196.6,9.2
28.72,7.76,6.677,2.093,0.042,0.0581,2.143,292.9,16.3
28.91,7.183,4.614,1.07,0.0269,0.1122,1.3464,217.317,68.667
31.45,7.37,2.971,4.38,0.4155,0.1509,2.919,422.8,50.2
31.25,7.5,1.774,4.16,0.08,0.0879,2.616,200.3,8.5
28.29,7.57,5.477,2.093,0.042,0.0581,2.143,294.9,11.9
28.52,7.227,4.942,1.07,0.0269,0.1122,1.3464,171.492,93.545
31.44,7.36,2.395,3.95,0.3448,0.1449,2.973,418.8,58.2
31.06,7.47,1.163,4.003,0.12,0.0729,2.799,200.6,8.2
27.96,7.46,4.537,2.093,0.0697,0.059,2.115,295.7,12.1
28.3,7.208,4.892,0.72,0.025,0.1173,1.27,161.006,83.595
31.29,7.36,2.786,4.2,0.303,0.1466,3.016,422.7,65.3
31.13,7.46,1.148,3.865,0.09,0.0763,2.803,199.7,7.9
27.96,7.46,4.956,0.25,0.025,0.005,0.269,294.9,12.5
28.53,7.231,5.133,0.84,0.025,0.11,1.336,163.665,68.338
31.85,7.38,3.249,4.41,0.3591,0.1508,3.016,426.6,67.9
32.51,7.54,2.349,4.121,0.08,0.0758,2.789,197.9,7
28.61,7.64,6.874,0.429,0.025,0.005,0.156,280.7,18.5
29.26,7.248,5.008,0.95,0.2659,0.1296,1.3911,164.622,84.138
31.94,7.37,3.604,4.54,0.3973,0.1514,2.882,420.2,73.2
32.41,7.55,2.649,3.743,0.06,0.0726,2.667,192.6,7.8
29.21,8.34,9.619,0.25,0.025,0.005,0.05,273,20.5
31.9,7.39,3.424,4.19,0.3745,0.1534,2.995,415.7,75.5
31.97,7.58,2.957,3.87,0.07,0.0849,2.505,192.8,7.6
29.11,8.17,8.122,2.478,0.037,0.0548,2.251,276.5,18.8
29.1,7.258,4.914,1.25,0.0869,0.1167,1.4192,158.292,71.374
31.57,7.37,2.755,4.19,0.3745,0.1534,2.995,415.6,94.1
31.47,7.57,2.588,3.87,0.07,0.0849,2.505,195.9,7.2
28.39,7.75,6.161,2.478,0.037,0.0548,2.251,281.8,13.7
28.76,7.097,4.564,1.25,0.0869,0.1167,1.4192,159.436,85.681
31.45,7.36,2.534,4.1,0.4335,0.1531,2.887,410.8,78.3
31.23,7.56,2.497,3.409,0.16,0.0684,2.498,197.8,7
28.18,7.56,5.017,2.487,0.0705,0.0498,2.08,284.1,11.8
28.61,7.162,4.598,1.08,0.2385,0.1207,1.6444,157.891,56.64
31.69,7.35,2.587,3.96,0.38,0.1523,3.242,412,69.7
31.55,7.59,2.823,3.335,0.05,0.0689,2.451,201.7,7.1
28.29,7.59,5.568,2.496,0.0515,0.084,2.317,282.9,11.9
28.93,7.207,4.862,1.13,0.0558,0.1079,1.529,156.017,56.204
32.41,7.38,3.259,4.34,0.3965,0.1556,3.005,416.5,86.1
29.21,7.74,7.371,2.487,0.025,0.0712,2.255,278.7,19.8
29.9,7.292,5.066,0.95,0.0448,0.12,1.3724,166.832,65.56
32.75,7.39,3.533,4.34,0.3556,0.1544,3.07,412.6,73.7
34.56,7.96,6.735,4.838,0.07,0.0668,2.553,205.1,6.7
29.78,8.47,10.389,2.478,0.025,0.0596,2.106,266.4,21
29.78,7.364,5.321,0.94,0.0479,0.1142,1.2797,162.619,63.455
32.68,7.38,3.323,4.16,0.3552,0.1556,2.952,410.5,74.4
33.84,7.87,5.98,3.949,0.07,0.0543,2.461,205.1,5.9
29.49,8.35,8.925,2.496,0.025,0.0586,2.068,270.7,18.1
29.46,7.375,5.433,0.96,0.0324,0.1052,1.2688,157.962,60.162
32.46,7.37,2.867,4.34,0.3466,0.154,2.93,410.2,67.2
32.94,7.68,3.957,3.718,0.09,0.0581,2.441,202.4,6.5
29.11,7.9,6.635,2.496,0.0397,0.0526,2.058,274.2,13.9
29.27,7.404,5.56,0.89,0.041,0.0958,1.2444,148.126,54.993
32.09,7.37,2.638,4.13,0.3553,0.1539,3.043,410.9,56.9
28.83,7.62,5.214,2.531,0.06,0.0474,2.107,278.8,12.2
29.04,7.392,5.508,0.81,0.0362,0.0934,1.1484,147.359,57.658
32.16,7.39,3.082,4.16,0.3202,0.1514,3.07,414.8,65.9
32.63,7.68,3.788,5.918,0.05,0.06,2.409,202.8,6.4
28.83,7.61,5.788,2.227,0.048,0.0542,2.111,277.9,11
29.23,7.366,5.443,0.97,0.0376,0.0967,1.1591,151.485,63.89
32.75,7.42,3.573,3.79,0.2521,0.2595,2.742,413.6,72.4
34.89,7.9,6.303,3.919,0.08,0.0584,2.321,201,5.5
29.69,7.61,6.688,2.576,0.0301,0.0564,2.243,279.1,18.8
30.21,7.379,5.361,0.99,0.0494,0.1081,1.2593,169.92,65.496
33.21,7.67,4.494,4.12,0.4252,0.1792,2.516,416,78.9
35.87,8.65,9.871,5.162,0.08,0.0708,2.264,198.4,6.6
30.48,8.25,9.088,2.71,0.025,0.0682,1.997,268,21
30.31,7.414,5.496,0.89,0.0541,0.113,1.2059,159.749,82.281
32.97,7.47,3.899,4.88,0.3741,0.1705,2.833,417.5,73.5
34.57,8.5,9.188,4.145,0.09,0.0516,2.213,202.3,5.9
29.88,7.83,6.611,2.406,0.0442,0.0592,2.489,279.7,17.9
29.87,7.498,5.785,0.84,0.0475,0.0945,1.1783,148.594,62.896
32.8,7.46,3.316,4.88,0.3741,0.1705,2.833,422.8,118.8
34.06,8.17,7.796,3.713,0.1,0.0294,2.246,202.9,5.6
29.32,7.53,4.885,2.406,0.0442,0.0592,2.489,285.4,13.7
29.7,7.541,5.853,0.84,0.0475,0.0945,1.1783,146.094,69.342
32.45,7.47,2.905,4.92,0.2572,0.17,2.995,423.6,169
33.59,8.01,6.561,3.541,0.11,0.033,2.211,203.3,5.7
29.02,7.41,3.936,2.665,0.1044,0.0566,2.272,287.6,13.3
29.42,7.548,6.084,0.83,0.0258,0.0909,1.2162,146.155,56.831
32.33,7.47,3.362,4.92,0.2572,0.17,2.995,416.3,87.4
33.37,7.88,5.514,3.541,0.11,0.033,2.211,202.7,6.2
28.83,7.36,3.527,2.665,0.1044,0.0566,2.272,289,12.2
29.46,7.46,5.802,1.04,0.0346,0.0893,1.2647,163.917,64.709
32.67,7.53,4.746,4.06,0.4585,0.1623,2.839,414.5,106.4
34.36,8.05,6.808,3.581,0.08,0.0449,2.164,201.1,6
29.49,7.5,6.08,2.424,0.0421,0.1981,2.418,288.8,19.6
29.53,7.528,6.016,0.94,0.0318,0.086,1.3019,151.466,42.594
32.7,7.57,4.602,5.32,0.2611,0.1747,2.876,411.4,111.5
35.18,8.35,8.254,3.949,0.09,0.0487,2.11,199.1,6.5
30.08,7.78,7.553,2.165,0.0276,0.2485,2.301,284.4,18.2
29.7,7.755,6.481,1.12,0.025,0.0854,1.2785,139.726,51.507
32.43,7.51,4.301,4.53,0.4316,0.1753,2.919,407.5,84.7
33.85,7.94,5.865,3.492,0.1,0.0395,2.172,201.7,5.7
29.98,7.9,8.322,2.236,0.025,0.1526,2.205,280.4,13.5
29.53,8.038,6.827,1.23,0.0275,0.0842,1.2925,135.145,53.477
32.09,7.5,4.012,4.16,0.4188,0.1553,3.005,405.7,77.3
33.02,7.81,4.749,3.468,0.07,0.0338,2.227,201.4,5.9
29.69,7.71,6.576,2.531,0.0255,0.1239,2.369,280.1,12.5
29.1,7.881,6.633,1.23,0.0275,0.0842,1.2925,142.764,35.018
31.8,7.49,3.866,4.05,0.395,0.1543,2.952,403.3,95.4
32.67,7.69,3.238,3.305,0.28,0.0402,2.227,202.7,5.6
29.49,7.53,5.211,2.254,0.0572,0.0702,2.254,281.2,12.3
28.85,7.673,6.383,1.1,0.2216,0.0767,1.2656,160.608,36.076
31.72,7.49,4.168,3.95,0.3891,0.1508,2.704,401.5,75.9
32.47,7.61,2.194,3.232,0.1,0.0479,2.25,203.8,6
29.4,7.43,4.776,2.335,0.0784,0.0718,2.318,282.9,12.3
28.69,7.675,6.448,1.27,0.2223,0.0683,1.3231,152.481,33.39
32.16,7.49,4.392,3.89,0.3947,0.1512,2.774,402.3,85
33.58,7.7,3.594,3.247,0.08,0.0478,2.174,201.3,5.8
29.3,7.33,4.257,2.084,0.1239,0.0453,2.383,298.9,16.4
29.02,7.814,6.828,1.33,0.2402,0.0688,1.2919,139.678,38.149
32.11,7.53,5.342,5.27,0.3947,0.1686,3.005,398.6,126.6
33.63,7.69,3.675,3.384,0.08,0.0508,2.156,201.5,7.6
29.69,7.4,5.141,2.084,0.1045,0.1725,2.519,299.6,15.8
29.15,7.975,6.834,1.28,0.2558,0.0724,1.2019,134.854,48.496
31.83,7.52,4.694,4.43,0.2066,0.1645,3.086,390.5,77.1
33.01,7.68,3.496,3.35,0.07,0.0545,2.186,202.1,6
29.4,7.41,4.687,2.655,0.1061,0.0426,2.587,299.7,13.9
29.16,8.338,7.328,1.44,0.2203,0.069,1.2108,132.725,34.797
31.59,7.5,4.376,3.71,0.2115,0.156,2.995,386.8,72.2
32.65,7.64,2.685,3.188,0.09,0.0411,2.157,203.1,5.5
29.21,7.5,5.331,0.876,0.025,0.005,0.178,297.3,12.5
28.72,8.206,7.036,1.44,0.2203,0.069,1.2108,133.652,29.772
31.28,7.62,4.381,3.63,0.2165,0.1529,2.812,388.1,104.8
32.15,7.56,1.036,3.065,0.09,0.0539,2.177,204.5,6.4
28.83,7.42,4.432,0.593,0.025,0.005,0.182,299.1,11.7
28.36,7.806,6.664,1.31,0.1676,0.0608,1.2532,172.477,24.524
31.33,7.53,4.439,3.98,0.2374,0.158,2.882,379.7,107.6
32.2,7.59,1.518,3.163,0.09,0.0553,2.139,206.4,5.9
28.59,7.36,3.83,2.955,0.1519,0.0371,2.833,303.4,12.5
28.35,7.965,7.026,1.51,0.1705,0.0587,1.2821,149.178,23.096
31.99,7.5,4.426,4.39,0.1151,0.1683,2.715,375.3,111
33.95,7.63,2.06,3.276,0.07,0.0579,2.133,207.8,5.9
28.93,7.36,4.399,2.955,0.1567,0.0478,2.855,320.1,17.9
29.27,7.974,7.029,1.57,0.1952,0.0612,1.2825,132.982,30.161
32.24,7.54,4.974,4.14,0.205,0.1832,2.565,370.1,148.8
34.66,7.67,2.631,3.178,0.07,0.0569,2.144,208.2,6.3
29.7,7.71,7.425,3.213,0.0673,0.05,2.66,318.5,17.2
29.25,8.195,7.293,1.51,0.1811,0.0632,1.2889,132.593,32.366
31.9,7.54,5.211,4.53,0.4316,0.1785,2.866,363.3,127.3
33.52,7.62,2.076,3.109,0.07,0.061,2.16,208.1,6.5
29.21,7.57,5.847,2.947,0.0888,0.0493,2.489,327.7,16.1
29.45,8.542,7.862,1.67,0.1903,0.071,1.2567,132.005,28.446
31.49,7.5,4.384,3.95,0.3571,0.1616,2.839,369.9,64.3
32.87,7.6,1.777,3.222,0.07,0.0617,2.14,208,6.2
28.5,7.43,4.572,2.912,0.1327,0.0546,2.591,330.9,12.6
29.15,8.46,7.655,1.67,0.1903,0.071,1.2567,142.874,20.905
31.17,7.48,4.474,3.62,0.3048,0.148,2.71,364.5,62.5
32.44,7.57,1.084,3.129,0.15,0.0606,2.13,208.6,6.3
27.97,7.33,3.196,2.869,0.1772,0.0611,2.649,332,12.6
28.65,8.155,7.152,1.39,0.1317,0.0629,1.3084,157.448,19.643
31.04,7.51,4.764,3.71,0.2834,0.1501,2.677,357.2,80.5
32.45,7.59,1.188,3.114,0.09,0.064,2.111,208.2,6.3
27.96,7.32,3.232,2.869,0.1772,0.0611,2.649,330.3,12.9
28.73,8.076,7.289,1.64,0.1633,0.0696,1.3338,172.695,25.949
31.76,7.51,5.1,4.14,0.4988,0.1581,2.64,341.9,102.2
33.68,7.63,2.429,3.266,0.08,0.0677,2.096,207,6.4
29.11,7.57,6.34,6.426,0.0352,0.1672,3.784,307,18
29.14,8.477,7.82,1.65,0.2012,0.064,1.2538,136.273,32.598
32.07,7.54,5.493,4.55,0.4988,0.2038,2.651,332.7,129.7
34.21,7.68,3.198,3.418,0.07,0.0615,2.069,206.7,5.4
29.69,8,8.456,7.156,0.0353,0.1715,4.932,301,15.4
29.39,8.637,8.225,1.72,0.1542,0.0581,1.2072,133.454,23.661
32.03,7.57,5.91,4.1,0.4873,0.1679,2.661,332.2,100.3
33.3,7.63,2.319,3.276,0.07,0.0634,2.052,207.6,5
28.93,7.91,8.149,5.464,0.0371,0.0779,6.553,292.5,18.1
29.36,8.845,8.754,2.17,0.159,0.0682,1.233,132.917,20.918
31.46,7.57,5.491,3.62,0.4642,0.1576,2.511,329,66.7
33.08,7.66,2.505,3.232,0.08,0.0634,2.084,206.9,4.9
28.72,7.76,6.251,3.66,0.0536,0.0638,3.8,288.4,11.8
29.17,8.623,8.23,2.17,0.159,0.0682,1.233,179.003,41.953
31.12,7.56,5.531,3.54,0.4339,0.1481,2.522,327.4,72.2
32.53,7.57,1.105,3.247,0.08,0.0711,2.107,207.5,5.4
28.5,7.6,5.338,6.581,0.0716,0.0491,3.337,289.2,11.3
28.89,8.611,8,1.89,0.1674,0.0658,1.1982,135.608,24.251
31.14,7.58,5.768,3.6,0.4273,0.1502,2.382,332,82.1
32.42,7.56,0.604,3.271,0.09,0.0722,2.086,209,6.3
28.55,7.68,6.274,4.416,0.059,0.051,3.192,288.2,10.9
28.94,8.301,7.688,1.86,0.1491,0.0642,1.2611,165.771,22.375
31.6,7.61,6.186,3.04,0.3879,0.1423,2.409,316.1,140.7
33.77,7.57,1.116,3.217,0.08,0.0732,2.084,208.2,5.1
28.93,7.6,6.135,3.643,0.059,0.0597,2.814,291.1,18.4
29.57,8.695,8.161,2.01,0.1838,0.0656,1.2818,138.382,26.876
31.67,7.63,6.522,3.92,0.2437,0.1731,2.242,314.2,163.2
34.48,7.76,3.888,3.487,0.08,0.0665,2.033,208.4,5
29.78,8.16,9.486,3.617,0.0282,0.0577,2.522,286.9,17.5
29.52,8.744,8.509,2.01,0.1669,0.0541,1.1806,135.799,25.209
31.24,7.65,6.545,3.96,0.2447,0.1727,2.414,315.2,136
33.72,7.8,4.284,3.364,0.08,0.0599,2.129,210.2,5.3
29.21,7.84,7.006,3.643,0.0747,0.0562,2.522,290,16.9
29.42,8.818,8.169,1.89,0.1387,0.0559,1.1908,136.093,19.152
31.06,7.61,6.104,2.82,0.2422,0.1539,2.296,316.8,118
32.95,7.69,2.999,3.153,0.08,0.0614,1.983,210.4,4.8
29.01,7.62,5.479,3.11,0.1035,0.0469,2.522,290.7,13
29.25,8.627,7.519,1.89,0.1387,0.0559,1.1908,179.003,27.881
30.85,7.62,5.57,3.84,0.2784,0.1724,2.457,329.3,221
32.49,7.63,1.986,3.075,0.08,0.0671,2,210,5.8
28.72,7.49,4.587,3.222,0.1224,0.0499,2.522,292.3,12.2
28.85,8.506,7.341,1.5,0.1631,0.0564,1.1188,137.528,24.182
30.77,7.56,5.942,3.9,0.2505,0.1632,2.468,309.2,104
32.56,7.61,1.766,3.021,0.11,0.1551,1.97,208.9,6.2
28.61,7.46,4.682,3.179,0.1291,0.0511,3.031,294.1,11.1
28.78,8.034,6.995,1.67,0.1565,0.0591,1.2586,193.742,24.637
31.43,7.6,6.457,3.85,0.2264,0.1534,2.199,308.5,99.8
33.88,7.65,2.639,3.193,0.08,0.0672,1.984,207.6,5.9
29.11,7.49,5.406,3.076,0.098,0.0611,2.595,293.5,19.9
29.57,8.515,7.569,1.85,0.1726,0.0539,1.2086,141.176,26.234
31.73,7.64,6.909,4.1,0.2358,0.1622,2.167,305.3,132.7
34.54,7.8,4.579,3.143,0.08,0.0655,1.866,206.2,6.1
29.69,8.1,8.766,3.462,0.036,0.0645,2.351,280.2,21
29.6,8.567,7.947,1.87,0.1559,0.049,1.2146,138.362,21.908
31.26,7.63,6.903,3.8,0.2443,0.1623,2.124,303.6,117.1
33.23,7.63,2.466,3.065,0.1,0.0693,1.814,196.6,6.2
28.72,7.92,6.92,3.54,0.0315,0.0552,2.458,275.8,19
29.26,8.432,7.487,1.36,0.1204,0.0431,1.074,138.676,20.322
31.04,7.57,6.337,3.6,0.2357,0.1494,2.36,308.6,79.7
32.64,7.62,2.75,3.109,0.1,0.0661,1.736,189.5,6.4
28.18,7.91,5.753,3.54,0.0285,0.0587,2.306,253.5,16.8
28.94,8.249,6.996,1.36,0.1204,0.0431,1.074,141.998,20.129
30.76,7.62,6.068,3.6,0.261,0.146,2.242,314.8,106.7
32.12,7.6,2.313,3.134,0.1,0.0627,1.79,196.6,6.6
27,7.61,3.879,3.196,0.0429,0.0482,2.456,258.7,13.8
28.64,8.071,6.672,1.38,0.1391,0.0448,1.1351,140.379,25.397
30.73,7.6,6.229,3.8,0.2684,0.1508,2.22,316.9,124.2
32.12,7.64,3.182,3.016,0.11,0.0532,1.762,183.8,7.2
26.69,7.54,3.607,3.179,0.0452,0.056,2.468,258.6,15.4
28.66,7.977,6.529,1.69,0.176,0.0478,1.1621,141.694,29.133
31.12,7.65,7.005,3.04,0.2373,0.1386,2.183,307.8,140
32.51,7.61,2.503,3.355,0.09,0.0883,1.818,191.6,12.8
27.32,7.62,4.567,3.05,0.0425,0.0518,2.39,256.8,17.3
29.11,8.008,6.59,1.45,0.2014,0.0515,1.1006,144.369,32.009
31.03,7.64,6.929,2.63,0.4963,0.1317,2.371,302.1,134.8
32.6,7.62,2.148,3.649,0.09,0.0569,2.118,212,9.5
27.96,7.9,6.046,3.351,0.0292,0.0535,2.288,251,19.9
29.49,8.19,6.862,1.48,0.2225,0.0473,1.0467,144.676,34.577
30.56,7.67,7.074,3.38,0.2261,0.1631,2.226,299.9,106.4
32.24,7.6,1.292,3.728,0.1,0.0793,2.238,237.1,9.1
27.74,7.88,5.886,3.325,0.0304,0.052,2.574,255.6,16.3
29.27,8.111,6.613,1.36,0.2446,0.0491,0.9954,146.218,36.934
30.43,7.66,6.946,3.38,0.2261,0.1631,2.226,303.1,79.7
31.63,7.69,1.67,3.728,0.1,0.0793,2.238,268.7,9.1
27.62,7.81,5.178,3.325,0.0304,0.052,2.574,251.4,16
29.15,8.02,6.352,1.36,0.2446,0.0491,0.9954,145.937,37.83
30.38,7.62,6.647,3.35,0.2304,0.1456,2.102,306.8,95.2
30.97,7.72,1.964,3.32,0.28,0.0776,2.107,268.3,9.8
27.21,7.69,4.424,3.265,0.0515,0.0487,2.426,253,15
28.73,7.699,5.877,1.49,0.1645,0.0539,1.0968,165.927,24.649
30.35,7.64,6.984,3.57,0.2195,0.1439,2.226,325.3,105.3
30.86,7.66,2.005,3.797,0.11,0.0785,2.409,251.9,11.4
26.9,7.6,4.086,3.076,0.0532,0.0742,2.525,257.3,17
28.52,7.555,5.701,1.67,0.1943,0.0585,1.149,191.751,23.914
30.66,7.69,7.198,3.85,0.2578,0.1535,2.129,329.7,109.5
31.3,7.71,2.821,3.458,0.1,0.0721,1.995,225.4,11
27.21,7.7,5,3.247,0.0472,0.0448,2.283,254.7,18.6
29.11,7.643,5.817,1.66,0.2288,0.0706,1.2371,225.694,23.551
31.18,7.65,7.248,4.22,0.2397,0.1584,2.349,344.1,153.9
30.67,7.76,3.145,3.03,0.09,0.0707,1.954,219,10.6
27.64,7.83,5.568,3.162,0.0477,0.0424,2.365,252.5,19.2
29.59,8.04,6.537,2.25,0.283,0.0741,1.2667,227.392,35.392
30.66,7.68,6.933,4.06,0.2502,0.1596,2.586,353.3,118
30.21,7.74,2.81,3.08,0.09,0.0765,2.03,225.5,12
27.32,7.78,5.888,3.308,0.0675,0.0517,2.375,251,26.6
29.17,7.738,5.911,1.76,0.1425,0.0715,1.2561,261.921,38.327
30.45,7.66,6.435,4.06,0.2502,0.1596,2.586,352.5,92.9
29.77,7.71,2.831,3.08,0.09,0.0765,2.03,218.3,17.6
26.8,7.81,7.011,3.308,0.0675,0.0517,2.375,247.4,32.5
28.65,7.632,5.663,1.76,0.1425,0.0715,1.2561,274.862,26.424
30.22,7.63,6.387,3.48,0.2486,0.1333,2.097,333.6,92.5
29.26,7.67,3.243,3.527,0.11,0.1213,1.854,205.2,26.1
26.8,7.81,7.024,3.479,0.0904,0.2035,2.166,246.6,24.6
28.36,7.367,5.414,1.61,0.2991,0.0684,1.3308,252.789,15.288
30,7.61,6.744,3.44,0.2376,0.1334,2.183,331.9,97.6
28.73,7.67,2.889,3.718,0.11,0.1719,1.872,204.9,36.7
26.8,7.8,7.015,3.479,0.0904,0.2035,2.166,246.9,27.4
28.1,7.443,5.13,1.67,0.2732,0.0748,1.3116,248.165,28.609
29.94,7.69,7.434,3.66,0.2452,0.1361,2.317,334.8,129.5
28.47,7.77,2.951,4.047,0.1,0.2009,1.915,207.1,45
26.39,7.76,7.245,3.265,0.0901,0.0198,2.571,241.4,37
27.77,7.31,4.692,2.12,0.5885,0.118,1.4498,247.088,44.053
29.91,7.67,7.248,3.66,0.2601,0.1396,2.129,332.5,120
28.57,7.76,3.238,4.622,0.1,0.2074,1.844,200.3,47.8
26.38,7.73,6.841,3.625,0.1173,0.0796,2.941,254.6,67.8
27.48,6.967,2.582,3.34,1.7703,0.1779,2.2869,172.005,29.83
29.71,7.7,7.024,3.53,0.2792,0.1418,2.484,320,126.2
26.49,7.71,6.737,3.548,0.1172,0.0691,2.58,259.1,52.1
27.58,6.944,2.143,3.82,2.16,0.2183,3.0581,196.075,65.524
29.47,7.64,6.573,3.53,0.2792,0.1418,2.484,312.7,111.3
26.39,7.65,6.475,3.548,0.1172,0.0691,2.58,262.8,31.9
27.56,6.943,2.057,3.82,2.16,0.2183,3.0581,193.81,62.902
29.32,7.62,6.331,2.96,0.2492,0.1237,2.301,342.5,100.6
26.18,7.61,6.515,3.247,0.1518,0.0646,2.379,255.7,30.4
27.56,6.944,1.957,3.89,1.7689,0.1871,2.8511,193.748,30.116
29.18,7.58,5.922,3.28,0.2272,0.1329,2.306,347.7,77.4
25.78,7.6,6.734,3.144,0.152,0.0667,2.424,243.3,30.2
29.03,7.59,5.971,3.64,0.2706,0.1267,2.624,343.5,80.1
25.68,7.64,7.098,3.23,0.1334,0.0766,2.34,236.7,34
27.23,6.88,2.319,3.89,2.0263,0.201,2.9895,215.423,32.525
28.93,7.58,6.397,3.22,0.2081,0.2131,2.559,322.9,69.6
25.68,7.66,7.197,3.144,0.1123,0.0723,2.28,239.1,41
27.07,6.846,2.135,3.82,2.2255,0.2207,3.1808,214.449,29.514
28.67,7.57,6.573,3.12,0.4212,0.131,2.392,303.5,49.1
25.68,7.68,7.13,3.076,0.1055,0.0686,2.279,239.4,31.8
27.24,6.864,2.521,4.92,2.0199,0.2365,3.0248,200.859,44.194
28.51,7.55,6.354,3.21,0.3551,0.1256,2.478,304.4,40.4
25.49,7.62,6.884,3.247,0.1057,0.0634,2.178,239.1,23.2
26.54,6.825,1.971,4.92,2.0199,0.2365,3.0248,214.761,56.25
28.12,7.53,6.2,3.33,0.3417,0.1533,2.333,318.3,36.8
25.2,7.54,6.518,3.265,0.1146,0.0634,2.087,243.3,20.8
26.4,6.992,2.42,3.6,2.0115,0.2363,3.3831,225.356,62.184
28.04,7.56,6.114,3.18,0.3313,0.1278,2.382,320.3,37.2
24.91,7.48,6.243,2.784,0.1189,0.0695,2.396,254.5,21.5
26.31,6.973,2.425,4.85,1.995,0.2802,3.4141,246.026,84.874
27.87,7.51,5.57,3.52,0.3555,0.1309,2.543,324.6,32.6
24.91,7.47,6.001,3.162,0.1041,0.0692,2.565,256.3,20
26.38,6.987,2.655,4.14,1.9045,0.2644,3.1266,250.416,95.947
27.6,7.5,5.219,3.78,0.4911,0.1342,2.71,331.7,30.9
24.81,7.46,5.939,2.887,0.1151,0.0677,2.375,267,18.9
26.29,7.001,2.63,2.94,1.6763,0.194,3.1478,258.5,39.782
27.5,7.48,4.418,3.77,0.4207,0.1413,2.78,336,27.8
24.72,7.49,5.997,3.54,0.0919,0.0683,3.066,272.5,18.9
26.29,6.999,2.774,3.68,1.5467,0.2213,2.8807,247.855,98.025
27.35,7.45,3.898,3.83,0.5259,0.1409,2.823,340.3,26.6
24.53,7.5,6.264,2.818,0.0858,0.0716,2.388,290.1,26.9
26.05,6.986,2.365,3.68,1.5467,0.2213,2.8807,272.172,72.562
27.24,7.42,3.624,3.98,0.6673,0.1498,2.898,347.2,25.4
25.1,7.57,6.537,3.05,0.0744,0.0704,2.241,266.6,19.2
25.97,6.98,2.246,3.1,1.4202,0.1689,3.0793,271.918,27.085
27.34,7.41,3.572,4.07,0.7371,0.1485,2.876,356.2,23.4
25.01,7.58,6.762,3.522,0.0734,0.0641,2.474,257.2,19
25.91,6.971,2.313,3.32,1.3377,0.1771,3.0927,280.479,51.795
27.34,7.42,3.607,3.72,0.8267,0.1558,2.844,363,24.9
25.01,7.61,7.31,3.162,0.0718,0.0635,2.242,249.8,18
25.99,6.961,2.067,3.3,1.5172,0.1822,3.1978,292.656,48.261
27.36,7.39,3.499,3.98,0.8299,0.153,2.941,365.4,24.1
25.2,7.68,7.638,3.591,0.0654,0.0652,2.15,237.2,20.4
26.11,6.976,2.006,3.31,1.4989,0.1664,3.2609,295.968,27.282
27.31,7.4,3.397,4.12,0.8694,0.1487,2.839,369.1,26.8
25.07,7.7,7.442,2.801,0.0538,0.0661,2.078,231.6,20
26.07,6.987,1.905,3.62,1.6561,0.197,3.3133,293.597,39.631
27.21,7.41,3.691,4.12,0.9394,0.1479,3.005,370.4,24
24.72,7.63,7.147,3.041,0.0555,0.074,2.139,221.5,33.4
26.02,6.969,1.765,3.62,1.6561,0.197,3.3133,302.411,22.351
27.3,7.39,3.735,4.23,0.8367,0.1495,2.909,371.7,24.2
24.16,7.58,7.753,3.119,0.0546,0.0718,2.206,199.4,34.6
26.07,6.964,1.686,3.71,1.7732,0.1962,3.3079,283.575,34.809
27.22,7.38,3.649,4.16,0.8308,0.1453,2.844,375,24.8
24.25,7.59,7.943,2.809,0.0542,0.0665,2.6,200,27.8
26.02,6.954,4.374,3.61,1.9054,0.2092,3.4391,297.722,33.513
27.83,7.39,3.959,3.73,0.2059,0.1437,0.575,375.5,23.7
24.44,7.61,8.269,2.93,0.0515,0.0679,2.198,187.7,28.5
26.53,6.962,1.681,3.41,1.6653,0.1921,3.3477,311.95,28.617
27.97,7.38,3.985,3.73,0.2059,0.1437,0.38,371.1,24.8
24.72,7.59,8.269,2.887,0.047,0.0692,2.102,188.4,25.7
26.97,6.987,1.653,3.51,1.7651,0.1961,3.2608,319.5,30.66
27.84,7.37,3.663,4.03,0.8382,0.1545,2.635,372.3,25.8
