水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
2.6,7.57,14.02,1349.6,7.7,8.43,0.444,0.159,4
3.3,7.91,12.26,1077,24.3,3.59,0.626,0.073,8.95
2.4,7.67,12.23,807.1,19.3,3.2,0.708,0.069,6.86
3.4,7.67,11.29,915.5,26.2,3,0.708,0.055,7.05
1.6,7.96,14.25,1868.6,10.4,2.95,0.58,0.082,21.56
3.9,8.04,12.3,593.4,4.3,1.91,0.315,0.084,9.65
2.3,7.17,5.39,917.5,12.5,2.13,0.618,0.07,10.8
0.6,7.44,11.89,710.3,31.8,2.42,0.538,0.047,7.03
2.1,7.86,11.68,357.5,6.9,2.01,0.042,0.016,5.98
2.3,7.48,11.6,412.5,3.2,2.07,0.025,0.029,7.36
1.3,8.36,16.54,519.8,3.5,3.04,0.025,0.018,8.2
0.4,7.03,9.94,460.6,11.5,1.3,0.226,0.045,8.46
0.7,7.45,8.25,667.1,12.2,5.91,1.792,0.225,7.68
1.7,6.89,9.86,275.9,5.4,0.64,0.045,0.067,7.4
0.8,8.14,12.65,960.5,15.6,2.09,0.221,0.075,10.81
1,8.02,11.29,1329.3,4.5,2.32,2.414,0.07,25.51
6.5,7.72,9.91,486,3.2,0.88,0.069,0.01,4.65
3.2,7.1,10.22,935.4,5.8,0.4,0.025,0.019,12.8
2.7,7.64,10.4,688.3,2.2,1.77,0.086,0.055,11.53
2.9,8.33,12.18,475.9,3.2,1.21,0.039,0.011,9.36
1.8,7.8,13.31,787.6,1,1.5,0.025,0.022,15.49
4.8,8.08,11.65,638.1,1,0.82,0.025,0.018,10.3
2.7,8.1,13.3,255.6,18.9,3.05,0.046,0.059,2.84
0.9,7.5,9.46,933.7,312.2,4.32,0.672,0.125,8.99
2.8,7.52,6.84,602.2,7.5,1.57,0.49,0.095,5.77
6.9,7.4,7.75,308.7,10,3.33,0.183,0.04,3.25
2.4,7.83,11.71,339,3.6,2.9,0.096,0.026,1.73
4.9,7.12,4.43,557.9,12,3.54,0.7,0.088,4.62
3.5,7.18,10.55,234.9,5.1,2.91,0.094,0.066,2.77
5.4,7.23,8.09,108.1,2.9,4.53,0.025,0.027,1.56
1.8,7.27,10.46,116.5,1.4,4.76,0.025,0.031,1.64
1.5,7.11,6.83,435.7,5.1,1.62,0.444,0.047,6
3.5,7.85,10.59,220.8,3.2,2.99,0.025,0.031,2.27
7.3,7.25,9.23,205.5,7.2,3.84,0.025,0.033,2.73
2.7,7.48,11.59,221.8,9.3,2.6,0.162,0.041,3.21
0.2,6.88,9.57,445.1,11,3.03,0.443,0.094,5.41
0.7,7.99,12.14,231.7,4.7,3.59,0.128,0.043,2.61
0.4,6.5,8.57,232.8,2.2,1.14,0.376,0.036,3.56
4,7.42,7.81,398.4,2.9,1.26,0.19,0.058,5.17
4.4,7.7,11.32,626.2,23,3.33,0.392,0.076,7.41
1,7.37,5.75,991,2.4,2.23,0.683,0.078,12.19
1,7.66,9.66,1045.6,19.8,4.32,0.658,0.152,11.05
4,7.29,6.5,1137.9,8.3,4.16,0.925,0.07,6.53
5.5,7.07,9.11,126,7.7,1.86,0.025,0.012,1.51
3.3,7.5,11.57,120.1,2.7,1.25,0.025,0.01,1.67
7.5,8.07,10.32,258.6,1.1,0.25,0.025,0.018,1.15
0.8,7.32,12.61,291,5.4,3.63,0.126,0.047,3.06
1.6,7.26,10.56,249.4,11,3.24,0.15,0.047,2.93
2.4,7.06,10.15,210.5,35.6,2.74,0.15,0.089,2.8
4.9,8,11.63,619.8,6,6.33,0.123,0.054,0.92
1.8,7.18,11.44,244,5.4,2.8,0.109,0.049,2.45
2,6.87,8.74,215.7,4.8,2.55,0.19,0.056,2.44
2.5,7.47,10.23,99.9,4.6,1.18,0.025,0.129,0.89
2.8,6.97,10.72,259.8,2.4,1.41,0.111,0.046,3.27
4.6,7.49,10.93,460.3,2.7,2.64,0.824,0.055,5.21
2,7.01,9.52,221.6,16.5,3.01,0.129,0.045,2.5
1.5,7.48,14.98,355.3,3.1,2.3,0.668,0.102,3.38
9.9,6.88,11.51,109.5,4.8,2.56,0.517,0.17,2.12
1.8,8.11,8.47,139.3,5.7,0.63,0.025,0.1,0.91
3.4,7.34,9.93,356.8,8.6,3.22,0.169,0.051,3.37
2.3,7.2,5.22,331,8.5,3.09,0.24,0.07,2.25
3.6,7.17,10.52,71.5,0.7,4.28,0.029,0.019,1.49
1,7.36,9.91,343.2,13.5,3.1,0.171,0.04,2.54
0.1,7.04,6.96,553.9,12,2.9,1.502,0.144,6.71
2,7.02,6.01,691.5,18.6,3.46,0.588,0.084,4.68
4.3,7.55,9.62,328.4,14.5,3.69,0.18,0.047,3.32
1.2,6.53,7.8,175.5,49.3,2.72,0.025,0.075,1.17
8.6,6.96,10.37,243.9,22,4.7,0.025,0.026,0.56
1.4,6.8,6.27,549.9,27.3,3.65,0.118,0.062,4.87
1.2,6.94,10.86,279.3,80.7,3.86,0.147,0.106,1.34
3.1,7.28,8.71,125.6,2.6,7,0.025,0.013,0.38
1.4,6.94,7.58,151.5,10.6,1.88,0.096,0.047,0.98
4.1,7.44,9.9,537,31.2,4.43,0.173,0.065,2.02
0.7,6.5,5.08,172.7,11.1,4.33,0.059,0.033,1.67
2.5,6.16,5.77,182.8,5,1.42,0.615,0.073,3.25
1.7,7.13,10.88,344.8,7.6,2.95,0.218,0.048,3.32
1.7,6.23,7.8,190.8,3.3,2.56,0.157,0.032,2.46
2.9,7.36,10.27,378,7.9,3.41,0.205,0.05,3.24
0.7,7.55,11.83,249.9,6.1,4.78,0.16,0.039,2.28
1,7.03,9.52,127.7,9.5,3.06,0.092,0.045,0.89
2.4,7.46,9.66,367.9,8.7,3.14,0.138,0.049,3.2
3.2,6.87,7.25,408.7,5.9,3.83,0.025,0.061,2.75
1,6.87,10.29,181.6,3.5,2.8,0.074,0.062,2.36
3.9,7.4,10.68,134.6,7.4,3.46,0.025,0.053,1.84
1.5,7.2,8.76,243.3,6.8,4.34,0.365,0.075,3.58
3.5,7.66,11.6,126,3.6,3.81,0.047,0.04,1.24
0.2,6.82,12.89,161.1,1,2.06,0.172,0.077,2.94
10.3,6.94,8.03,331.1,15.7,3.58,0.025,0.012,0.94
6.5,7.2,6.02,292.5,2.8,4.09,0.025,0.014,0.84
0.8,6.6,7.02,88,0.7,3.69,0.025,0.005,0.34
2.7,6.62,9.1,81.6,6.9,0.7,0.025,0.005,0.43
12.4,7.73,9.93,707.8,43.3,4.95,0.267,0.104,3.99
8.8,7.85,10.58,619.9,75.2,4.13,0.283,0.089,5.32
8.9,7.69,7.6,649.8,120.9,3.3,0.136,0.076,1.53
9.1,7.6,10.13,576,38.7,3.37,0.155,0.046,2.25
9.5,7.36,9.31,651.3,163.1,2.69,0.127,0.095,2.07
9,8.76,12.08,598.7,20,4.07,0.097,0.113,3.04
15,7.91,10.3,1215,91.5,4.29,0.212,0.042,2.71
8.3,8.22,10.76,642.4,336.9,3.92,0.661,0.06,2.12
10.5,7.72,9.4,802.5,47.6,4.13,0.436,0.059,2.53
9.7,8.35,10.17,677,40.5,3.28,0.175,0.09,2.66
13.1,9.02,10.81,620.7,25.5,4.02,0.031,0.045,1.94
11.3,7.41,10.22,556.4,59.8,4.15,0.384,0.026,2.18
6.8,8.45,15.8,1230.8,33.4,6.58,0.296,0.037,2.53
7.9,7.88,11.78,1054.3,28.1,5.16,0.33,0.053,2.26
9.2,8.09,13.12,919.7,17.1,2.94,0.23,0.029,3.09
10,7.48,11.64,506.6,20.2,2.44,0.032,0.062,2.09
8.9,8.26,12.63,449.2,12.5,1.9,0.025,0.058,1.99
12.2,7.21,8.91,561.6,17,1.66,0.257,0.085,4.72
11.4,8.18,10.23,383.2,27.3,1.72,0.091,0.081,1.97
10.6,8.9,10.84,392.1,18.9,2.12,0.025,0.032,1.13
7.4,7.96,11.65,437.5,54.4,3.66,0.025,0.043,0.98
8.9,8.64,12.25,522.7,29.1,3.03,0.025,0.048,1.33
9.7,7.73,9.58,728.2,54.4,4.01,0.247,0.147,3.44
9.7,7.36,9.21,562.2,66.2,3.09,0.188,0.111,2.81
9.9,8.02,12.04,587.8,38.8,4.18,0.21,0.101,2.96
9,7.9,13.53,451.7,19.1,2.6,0.025,0.052,1.94
13.9,7.8,10.26,385.7,33.5,1.71,0.156,0.093,2.05
9.4,7.18,9.96,156.9,9,1.07,0.025,0.015,2.31
8.8,7.87,9.84,693.4,145,4.74,0.363,0.085,3.94
12.2,8,9.81,395.7,51.6,1.18,0.066,0.093,1.88
11.5,8.19,8.93,385.7,49,1.46,0.041,0.084,1.41
4.6,8.19,12.24,785.6,6.6,3.42,0.111,0.053,4.41
5.7,8.29,12.18,942.9,25,4.09,0.085,0.061,2.32
5.9,8.26,12.49,1095,9.6,4.78,0.059,0.09,4.3
6.9,8.22,12.28,1120,8.3,4.62,0.03,0.05,1.72
9.4,8.03,8.56,1029.8,10.8,4.62,0.025,0.037,0.68
4.7,8.06,11.52,1434.5,4.4,4.21,0.046,0.032,1.02
6.2,8.46,12.27,839.2,6.4,2.47,0.025,0.038,1.7
6.8,8.26,16.96,934,4.1,4.3,0.025,0.038,1.1
6,8.32,11.45,877.5,7.2,3.49,0.025,0.046,11.37
5.7,7.69,12.96,877.8,18.2,2.42,0.025,0.012,9.87
10.3,7.9,10.49,382.1,53.6,1.47,0.058,0.086,2.31
9.4,8.47,14.17,613.8,21.2,3.14,0.138,0.061,2.27
10.1,8.06,9.11,472.7,173.4,3.06,0.388,0.122,2.74
9.8,8,8.97,426.7,36.2,1.78,0.077,0.087,1.63
9.9,8.21,11,439.2,23.1,3.04,0.025,0.014,0.5
8.6,8.29,11.66,435.2,26,2.92,0.025,0.027,1.16
11.1,7.84,10.19,741.6,52.9,3.75,0.272,0.143,3.17
9,8.73,10.93,607.5,53.1,3.27,0.358,0.1,2.65
8.6,7.75,9.13,607.1,34.9,2.82,0.169,0.04,2.05
11.8,8.22,10.49,410.4,52.9,1.91,0.136,0.092,1.49
11.3,7.78,10.28,366.2,31.4,1.57,0.025,0.068,1.95
8.6,7.88,10.21,469.8,9.9,2.57,0.039,0.021,0.8
9.8,8.12,9.16,498.5,25.1,2.97,0.025,0.019,0.52
9.6,7.62,10.63,407.1,9.3,4.25,0.372,0.071,1.83
10,8.67,13.59,512.8,21.2,2.35,0.025,0.043,2.33
9.8,7.98,10.59,396.3,9.9,2.33,0.025,0.052,1.56
9.6,7.63,10.12,805.4,50.6,4.06,0.459,0.14,3.23
9,8.28,11.6,1412,24.9,5.49,0.211,0.172,2.6
11.4,8.19,8.06,393.8,42.9,1.98,0.071,0.085,2.25
9.9,8.57,11.65,764.6,16.4,3.59,0.051,0.093,1.68
8.2,8.35,12.09,616.9,9.4,2.91,0.025,0.038,1.56
9.2,8.08,9.48,459,98.4,1.81,0.36,0.097,2.42
10.3,8.47,11.58,2343.9,14,5.83,0.461,0.13,3.34
9.5,7.97,8.01,1570.8,11,6.26,0.228,0.137,3.5
9.3,8.34,11.66,1488.7,44.5,5.03,0.245,0.191,3.36
9.8,7.94,11.07,2518.8,10.4,6.67,0.199,0.168,3.65
5.8,8.66,14.56,952.1,3.4,5.58,0.127,0.103,3.32
5.8,8.16,15.61,821.2,20.8,6.28,0.685,0.145,4.06
5.1,8.72,14.82,1199.9,14.2,4.58,0.029,0.087,4.11
5.4,7.5,10.99,748.4,3.3,4.68,0.442,0.118,4.66
5.1,8.61,15.07,741.1,17.5,4.12,0.031,0.061,1.3
6.8,7.51,12.46,1601.8,4.3,5.2,0.158,0.054,6.44
6.5,7.67,7.59,700,33.5,3.38,0.324,0.047,3.28
5.5,8.36,12.42,630.3,26.6,3.18,0.025,0.045,1.75
5.9,8.57,11.3,3280.2,212.2,11.38,1.194,0.538,0.47
7.7,7.52,12.06,2175.4,4.7,5.42,0.044,0.088,8.23
5.1,6.2,15.66,1759.9,8.9,6.04,0.047,0.072,3.84
4.2,7.7,10.92,805.9,19.3,3.48,0.21,0.071,4.74
5.1,8.22,14.14,678.8,7.3,3.81,0.025,0.034,2.53
5.8,8,13.66,610.1,27.1,3.79,0.389,0.066,2.39
5.2,7.91,9.84,788.6,10.2,4.65,0.623,0.104,4.37
5.5,7.88,10.78,839.7,9.7,5.2,0.542,0.097,5.73
5.2,8.56,13.41,1437.7,15.5,5.05,0.108,0.07,4.2
4.3,8.34,13.7,2991.3,53.3,5.6,0.031,0.067,3.32
5.6,8.12,15.06,1066.9,25.4,5.79,0.477,0.111,4.06
6.4,8.7,13.31,735.2,388.9,5.32,0.025,0.074,1.7
7.7,8.62,13.56,776.6,17.5,4.15,0.14,0.071,2.36
6.5,8.87,12.98,676,12.8,4.02,0.025,0.04,1.47
5.5,7.7,13.02,596.9,34.4,3.42,0.025,0.043,1.51
7.3,7.75,10.3,762,71.1,3.98,0.025,0.03,1.13
6.3,8.02,12.47,626.9,37.6,2.72,0.036,0.05,1.33
7.2,8.19,11.29,528,19.7,3.18,0.051,0.055,1.9
14.4,7.82,11.02,691.1,21.5,3.09,0.039,0.046,0.84
9,7.69,7.92,518.9,28.7,2.94,0.638,0.115,2.03
5.8,7.94,12.71,1337.4,41.8,4.83,0.152,0.108,2.89
6.9,8.28,8.31,699.5,18.2,3.19,0.036,0.066,2.49
6.7,7.94,9.67,808.4,57.6,4.54,0.217,0.154,2.24
6.6,7.94,12.58,649.4,27.5,3.62,0.12,0.067,2.21
6.2,7.92,12.05,854,9.2,4.32,0.087,0.124,2.3
8.7,8.1,10.87,463.7,70.8,2.31,0.124,0.094,2.26
6.2,7.86,11.6,783.7,13.4,5.38,0.138,0.134,2.52
7.1,8.31,10.75,778.1,124.6,4.6,0.328,0.106,2.94
5.8,7.86,11.44,785.5,36.3,5.4,0.26,0.154,2.74
5.8,8.19,13.67,1409.1,39.1,5.63,0.025,0.152,2.79
5.6,8.13,11.34,1186.1,37.6,4.18,0.142,0.114,3.02
6.7,8.04,11.84,2558.7,40.9,4.54,0.259,0.119,3.35
4.9,8.42,13.68,775.7,33.2,3.62,0.1,0.073,1.74
6.7,8.42,14.62,2041.8,18.7,4.86,0.053,0.127,2.93
10.2,7.74,10.72,372.8,33.1,1.31,0.086,0.1,1.99
8.4,8.68,11.72,556.9,29,5.61,0.025,0.06,1.44
9.1,8.24,10.33,407.1,29.3,2.89,0.061,0.043,1.56
8.7,7.86,10.28,440,60.9,3.19,0.166,0.099,1.96
8.5,7.85,9.61,510.4,39.7,3.3,0.357,0.116,2.64
10.2,8.04,10.97,371.5,33.6,1.31,0.091,0.094,2.22
7.8,7.95,11.51,548,14.4,3.14,0.197,0.073,1.84
10.7,8,10.77,390.8,21.7,1.42,0.088,0.083,1.79
9.7,7.95,10.01,393,34.5,1.75,0.096,0.088,2.05
11.1,8.07,9.85,395.6,32.2,2.25,0.131,0.12,1.97
10.4,7.92,10.59,378.1,39.4,1.57,0.03,0.078,1.5
8.6,8.65,12.27,373.6,9.5,3.46,0.025,0.059,1.03
7.8,8.45,10.99,371.9,2.8,2.5,0.028,0.021,0.51
6.9,8.01,8.16,451.1,5.5,2.74,0.025,0.025,0.78
9.3,7.98,11.6,505.9,133.2,3.25,0.315,0.14,2.93
9.3,7.95,11.31,508.2,34.9,2.92,0.173,0.091,2.31
10.1,7.99,9.45,414,21.6,1.52,0.061,0.085,2.03
9.7,8.01,9.58,363.4,44.9,1.66,0.052,0.098,1.71
10.1,8.03,8.29,430.5,59.1,3.04,0.75,0.204,2.36
8.3,8.11,10.04,1094.3,13.6,4.4,0.246,0.213,2.49
6.1,8.52,13.16,726.4,190.9,3.48,0.025,0.055,1.48
5.9,8.48,12.35,786,83.4,3.95,0.025,0.078,1.02
5.4,8.54,13.29,674,34,3.15,0.048,0.056,1.05
7.3,8.46,11.96,868.9,35.6,5.06,0.085,0.068,2.15
7.4,8.46,12.47,829.7,23,4.18,0.025,0.043,1.77
7.5,8.6,12,752.3,36.7,4.82,0.027,0.046,0.86
7.1,8.34,11.33,712.6,9.6,4.09,0.025,0.038,1.41
6.5,8.55,15.64,953,2.5,4.3,0.036,0.021,3.05
13,7.54,7.89,133.6,4.8,1.03,0.025,0.006,0.84
11.4,7.7,10.03,392.6,11.3,1.35,0.131,0.041,2.34
13,7.52,8.83,121.7,3.1,0.93,0.025,0.005,0.71
13.4,7.65,8.93,74.4,3.1,1.26,0.025,0.005,0.83
13.7,7.58,7.29,528.2,7.6,3.81,0.435,0.067,3.74
9.9,7.72,10.98,338.5,11.9,2.98,0.044,0.027,2.35
11.1,8.05,10.25,605.1,68.6,3.01,0.142,0.052,3.05
9.9,8.11,11.82,232.2,5.4,1.58,0.025,0.037,1.92
12.6,7.77,9.02,138.4,7.1,1.28,0.025,0.013,1.05
10,8.42,10.44,417.4,11.6,2,0.061,0.076,4.04
11.3,7.64,7.81,592.3,63.1,2.84,0.62,0.12,3.39
9.9,7.81,10,283.9,7.1,1.57,0.114,0.044,2.56
12.4,7.59,9.2,197.9,38,0.94,0.025,0.013,0.92
11.7,8.53,11.67,76.5,6,0.82,0.025,0.006,1.26
9,8.52,13.35,361.1,13.8,4,0.15,0.082,3.94
9.1,9.11,15.73,548.2,24.1,1.69,0.039,0.048,2.39
10,9.2,13.41,370.6,10.3,2.37,0.025,0.056,2.16
10.8,9.14,18.54,2737.4,7.8,4.56,0.025,0.091,2.21
12.2,6.92,8.98,91.3,12.3,1.76,0.025,0.011,1.14
12.6,7.25,11.04,74.4,6.1,1.23,0.097,0.019,1.54
9.3,7.02,13.26,227.8,32.2,2.69,0.056,0.088,3.55
12.9,7.22,11.59,79.4,6.2,1.02,0.038,0.029,1.9
10.1,9.24,13.91,5046.4,13.2,6.4,0.057,0.07,1.01
13.2,6.65,10.97,48.6,2.3,0.25,0.054,0.008,0.7
12.3,7.41,9.56,156.4,82,0.52,0.025,0.01,1.53
12,8.39,10.51,20086.6,972.8,4.24,0.104,0.021,2.24
12.8,8.56,14.06,152.3,13.6,1.61,0.025,0.016,1.94
12.8,8.09,10.14,705.3,12.8,3.2,0.427,0.011,4.25
11.8,7.51,10.48,65.2,6.7,0.51,0.025,0.006,1.35
15.3,7.12,8.07,29458.9,1164,4.43,0.139,0.04,3.39
10.7,8.71,9.98,609.5,57.6,3.86,0.168,0.078,2.67
10.6,8.53,12.1,455.8,17.6,3.86,0.025,0.059,0.66
9.8,7.87,9.16,542.7,72.2,3.17,0.091,0.046,2.02
9.6,7.78,9.36,888,56.5,2.59,0.259,0.075,4.38
8.7,7.99,9.5,1747.8,44.9,3.16,0.166,0.074,4.13
10.7,7.68,9.43,915.4,62.2,2.68,0.357,0.083,3.76
9.5,8.33,13.41,930.4,13.9,5.91,0.412,0.113,4.82
10.2,7.8,9.35,709.2,26,2.88,0.372,0.071,3.94
9.6,7.82,9.74,847.4,31.8,3.79,0.333,0.102,3.04
10.2,7.94,10.58,694.4,52.4,4.36,0.077,0.069,2.87
9.8,7.89,10.88,731.9,94.2,4.39,0.293,0.062,3.6
10.2,7.55,9.73,611.8,66.6,4.28,0.23,0.071,3.58
9.2,7.49,8.65,652.2,79.3,4.24,0.378,0.11,3.77
9.9,7.56,9.39,777.4,52,3.54,0.217,0.087,4.81
9.4,8.18,11.34,937.2,62.8,3.6,0.144,0.095,4.01
10.8,7.88,7.81,508.5,60,2.95,0.068,0.073,2.18
9.3,7.91,11.61,433.2,114.9,2.76,0.05,0.023,0.98
8.5,7.51,8.7,453,53.6,3.07,0.025,0.054,2.39
9.8,7.74,8.66,475.5,74.9,2.93,0.18,0.071,1.43
9.9,8.01,10.22,385.4,20.4,2.17,0.025,0.049,2.55
8.9,7.38,8.78,569.1,80.8,4.45,0.628,0.088,3.63
9.4,7.94,11.11,431.4,47.4,1.78,0.025,0.033,0.83
10.9,7.51,10.38,207.2,3.9,1.65,0.025,0.019,1.72
10.4,7.68,11.82,328.8,10.8,2.57,0.049,0.036,3.06
9.7,7.94,11.38,353.4,13.8,3.06,0.07,0.044,3.72
9.6,7.85,11.77,428.8,91,3.11,0.057,0.049,1.8
9.5,8.08,10.81,489.9,68.2,2.84,0.071,0.016,1.16
10.6,7.83,9.89,497.3,38.8,3.35,0.14,0.036,1.52
9.6,7.7,9.26,535,54.2,3.66,0.15,0.03,1.91
9.4,8.52,12.18,495.7,12.1,3.1,0.063,0.029,3.34
10.7,7.94,11.54,203.1,11.2,2.08,0.176,0.055,2.6
11,6.45,8.86,612.9,30,3.88,0.432,0.08,4.21
10.6,7.82,11.36,243.7,4.9,3.59,0.03,0.044,2.72
9.7,7.85,11.55,262.3,9.6,1.64,0.073,0.036,3.18
12.5,8,10.09,464.3,10.3,3.42,0.221,0.117,5.15
14.2,6.84,5.15,88.2,4.5,4.74,0.27,0.112,5.47
11.9,8.48,10.71,766.5,8.7,4.26,0.21,0.076,5.58
12.1,8.86,14.13,703.2,18.9,3.3,0.145,0.079,6.14
10.9,8.48,10.36,302.1,9.3,2.39,0.109,0.049,3.09
9.9,8.05,10.24,749.2,32.9,4.98,0.166,0.054,5.24
10.7,8.16,13.13,307,2.9,2.63,0.069,0.032,2.61
10.5,7.3,6.99,306.5,5.5,4.12,0.047,0.125,5.66
10.1,7.75,10.69,460.9,9.9,2.2,0.127,0.033,3.57
11.4,8.2,12.09,310.9,26,2.28,0.028,0.034,2.77
12.7,8.71,12.67,286.6,9.4,1.9,0.025,0.019,1.95
12.3,7.48,9.83,101.4,5.8,0.94,0.026,0.023,1.08
12.6,7.51,10.11,210.9,6.4,1.51,0.055,0.041,1.87
12.3,6.85,9.65,133.8,8.6,1.16,0.034,0.021,1.69
12.5,8.24,12.11,305.3,4.9,1.24,0.025,0.011,1.5
10.1,7.86,12.71,474.3,13.1,2.28,0.053,0.039,3.05
10.8,7.23,9.49,108,3.6,1.16,0.025,0.009,0.81
12.2,6.86,9.25,52.7,24.3,0.99,0.064,0.056,1.2
11.6,7.67,10.07,86.8,3.3,0.92,0.03,0.008,0.69
11.3,9.26,18.98,798,9.2,4.35,0.025,0.062,2.2
12.2,7.24,10.06,60.1,5.4,0.71,0.038,0.008,0.31
10.6,7.67,9.01,22944,858.5,4.12,0.169,0.059,2.29
12.3,8.9,10.54,3670.7,9.2,8.21,0.256,0.074,5.62
12.8,7.22,8.93,75.9,1.2,2.09,0.091,0.01,0.67
14.4,7.66,7.97,1240.3,7.1,3.85,0.41,0.084,4.7
11.7,8.96,13.52,728.7,12.1,3.66,0.194,0.043,2.67
10.7,7.87,11.69,236.9,12.3,2.89,0.119,0.032,2.47
12.4,7.56,11.11,216.9,5.6,1.52,0.025,0.031,2.32
11.2,7.52,11.5,62.9,3.3,1.22,0.025,0.008,0.77
12,7.38,11.44,111.1,4.8,1.44,0.025,0.042,1.44
12.3,7.2,8.08,101.6,2.8,1.39,0.15,0.031,0.77
13.3,7.37,9.3,156.5,7.2,1.51,0.122,0.025,2.87
12.8,7.62,11.46,237.7,9.2,1.18,0.025,0.038,2.96
13.9,7.13,9.89,34.8,3.7,0.35,0.059,0.009,0.26
14.8,6.86,9.53,48.4,2,1.74,0.13,0.01,0.49
12.8,7.23,10.55,92.9,6.9,0.93,0.085,0.011,0.76
11,7.8,11.51,71.1,5.3,1.38,0.065,0.026,1.36
8.8,7.63,10.29,450.4,22.5,3.57,0.196,0.034,1.58
8.4,8.13,11.14,479.3,45.8,3.85,0.048,0.07,1.75
9.6,7.24,9.53,800.3,42.8,3.35,0.364,0.074,6.08
7.9,7.85,12.47,385.2,4.2,3.78,0.072,0.04,2.95
10.4,7.35,9.12,490.3,23.1,3.33,0.182,0.069,5.83
8.5,7.2,9.5,309.4,48.6,4.16,0.286,0.082,2.43
9,8.8,11.79,395.9,24.9,2.53,0.186,0.045,0.67
7,8.17,10.46,296.8,19.4,3.32,0.025,0.043,0.83
9,8.09,11.16,326.4,7.4,4.14,0.115,0.049,2.87
7.8,8.05,11.64,234.4,16.6,3.18,0.086,0.026,2.36
7.5,7.19,10.44,73.4,11.6,2.08,0.025,0.014,0.77
7.5,8.21,11.72,378.2,48.3,3.76,0.025,0.048,1.4
7.5,8.36,12.38,567.6,10,5.1,0.025,0.046,3.19
7.4,8.37,13.83,430.3,29.1,19.87,0.034,0.047,1.26
7.7,8.3,12.14,405.3,41.9,4.62,0.025,0.048,1.06
6.9,8.11,12.06,401.6,21,3.58,0.025,0.028,1.38
9.2,8.4,11.76,601.7,20.2,3.73,0.216,0.05,1.82
8.8,7.96,11.21,429.8,23.2,3.73,0.418,0.079,1.71
11.1,7.87,8.64,346.7,35.1,2.06,0.093,0.082,1.83
11,8.11,10.39,351.1,21.1,1.66,0.129,0.079,1.68
9.4,7.57,10.29,430.5,95.1,1.71,0.217,0.091,1.87
9,7.58,10.04,542.5,20.4,2.45,0.108,0.044,2.18
9.8,7.72,10.64,481.3,26.6,1.78,0.082,0.047,2.07
8.7,7.89,12.39,667.9,8.5,3.59,0.049,0.076,2.14
9.4,8.07,9.95,780.9,6.5,3.06,0.025,0.023,0.53
6.5,7.91,12.55,847.5,12.4,4.31,0.035,0.058,1.19
6.9,8.2,11.42,1520.2,21.5,4.29,0.08,0.069,2
8.6,8.31,11.42,743.8,18.8,2.78,0.036,0.064,2.13
9.1,8.25,8.99,1720,11,4.76,0.107,0.044,3.03
7.3,8.57,13.81,692.3,5.6,3.03,0.025,0.035,2.98
8.3,8.3,13.04,671.5,8.8,2.46,0.025,0.051,3.46
7.5,8.18,9.81,922.4,8.8,3.64,0.025,0.028,1.11
7,8.5,12.83,419.7,5.9,3.65,0.04,0.014,0.57
8.8,8.05,11.24,695.8,5.4,2.01,0.025,0.043,2.39
6.6,8.22,9.7,779.6,41.3,5.28,0.074,0.035,0.85
9,7.81,13,344.8,50.2,2.55,0.025,0.012,2.5
8.4,8.24,12.17,600.3,10,3.49,0.202,0.029,1.96
7,8.18,13.14,619.7,12.4,4.67,0.386,0.054,5
12.1,7.96,10.28,311,26.5,1.35,0.071,0.072,2.34
9.4,8.14,14.21,931,17.9,3.29,0.343,0.104,3.17
9.2,8.66,13.76,625.2,37.6,5.84,0.168,0.093,3.24
12.2,7.66,9.67,375,27.5,2.3,0.103,0.067,2.34
8.4,7.41,8.5,387.2,10.1,3.47,0.267,0.068,3.48
7.3,7.85,9.21,1054,6.4,5.52,0.067,0.039,1
6.2,8.56,10.14,1568.5,5.1,3.13,0.037,0.019,0.33
11.3,7.36,10.46,441.7,14.8,1.39,0.047,0.083,1.93
12.5,7.95,10.41,368.3,9.6,1.42,0.09,0.092,1.75
9.3,7.89,10.93,247.8,15.5,3.57,0.027,0.035,0.71
10.9,8.47,12.42,373.6,5.7,2.07,0.025,0.076,1.47
9,8.16,11.14,288.1,109.8,5.55,0.025,0.065,1.13
12.6,7.56,9.6,344.5,58,1.21,0.051,0.074,1.78
10.8,7.88,10.63,385.7,21.9,1.83,0.055,0.078,1.77
11.8,6.95,9.25,84.2,1.5,1.3,0.025,0.01,0.39
9.5,7.84,11.2,246.6,32.2,2.61,0.025,0.021,0.74
8.6,8.26,11.65,270.1,215.7,5.36,0.025,0.141,0.48
11.6,7.88,12.15,152.5,3.3,0.74,0.025,0.013,0.92
8.7,7.33,10.95,217.1,85.1,2.18,0.029,0.024,0.99
7.5,7.21,10.44,173.4,6.2,1.29,0.027,0.014,0.98
8.8,9.38,14.51,269.2,3.9,1.95,0.025,0.038,2.45
9.3,8.48,13.18,117.9,7,1.13,0.025,0.023,1.48
10.5,8.38,18.9,465.2,12.1,3.14,0.025,0.033,2.16
10,8.66,10.41,1115.4,14.1,5.16,0.025,0.096,3.44
11.3,7.58,9.66,105.4,1,1.39,0.034,0.007,0.42
8.9,8.53,12.46,345.2,4.1,4.05,0.025,0.052,2.03
