监测时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总磷,总氮
2024/1/1 12:00,21.4,7.46,9.48,183.9,39.1,2.18,0.025,0.045,1.39
2024/1/1 16:00,5,8.09,11.79,804.6,5.3,2.18,0.089,0.005,3.82
2024/1/1 16:00,8.5,7.8,11.58,536.4,22.7,2.18,0.056,0.043,4.5
2024/1/1 20:00,1.9,7.18,11.56,251.6,7.5,2.18,0.091,0.046,2.45
2024/1/1 20:00,8.1,7.56,11.94,343.1,1.6,2.18,0.185,0.021,3.18
2024/1/1 20:00,13.9,8.55,14.47,179.8,9.8,2.18,0.025,0.065,1.6
2024/1/1 20:00,17.4,7.24,8.74,158.7,29.2,2.18,0.108,0.064,1.82
2024/1/1 20:00,13.3,7.78,8.68,333.4,5.5,2.18,0.025,0.049,1.81
2024/1/1 20:00,13.1,8.13,7.83,675.4,6.1,2.18,0.097,0.146,5.88
2024/1/2 0:00,1.9,7.19,11.67,250.9,7.8,2.18,0.091,0.046,2.45
2024/1/1 20:00,8.1,7.56,11.94,343.1,1.6,2.18,0.185,0.021,3.18
2024/1/2 0:00,13.5,8.31,13.38,179.4,13.6,2.18,0.025,0.065,1.6
2024/1/1 20:00,17.4,7.24,8.74,158.7,29.2,2.18,0.108,0.064,1.82
2024/1/2 0:00,13.2,7.78,8.7,334.8,5.6,2.18,0.025,0.049,1.81
2024/1/2 0:00,12.7,8.05,7.59,670.8,5.1,2.18,0.097,0.146,5.88
,12.1,7.63,7.99,282.3,6.2,2.18,0.068,0.024,1.26
2024/1/2 8:00,10.2,7.31,10.59,213,6.6,2.18,0.131,0.054,1.6
2024/1/2 8:00,3.2,7.63,15.78,828.7,6.4,2.18,0.025,0.018,24.02
2024/1/2 8:00,6.3,8.22,12.26,550.2,5.1,2.18,0.025,0.03,3.43
2024/1/2 8:00,10.6,8.36,11.09,311.6,5.4,2.18,0.035,0.02,1.26
2024/1/2 8:00,12.5,8.1,8.15,611,11,2.18,0.205,0.093,3.36
2024/1/2 8:00,18.2,8,9.21,164.6,55.8,2.18,0.068,0.036,1.23
2024/1/2 12:00,1.3,8.15,12.28,903,2.7,2.17,0.07,0.021,12.6
2024/1/2 12:00,13.4,7.76,10.39,373,70,2.17,0.06,0.096,2.3
2024/1/2 12:00,8.6,7.54,10.88,325.5,10.2,2.17,0.154,0.04,3.21
2024/1/2 12:00,12.2,7.87,10.18,611.8,5.3,2.17,0.025,0.051,1.68
2024/1/2 12:00,18,7.87,6.64,269.8,29.4,2.17,0.025,0.07,1.22
2024/1/2 16:00,6.8,8.28,13.61,880.4,9.7,2.17,0.254,0.082,9.86
2024/1/2 16:00,6.5,7.86,9.87,686.3,1.4,2.17,0.119,0.024,1.31
2024/1/2 16:00,4.2,8.11,12.49,1072.2,5.3,2.17,0.253,0.05,9.31
2024/1/2 16:00,7.5,7.88,9.8,454.9,15,2.17,0.025,0.055,1.78
2024/1/2 16:00,23.1,7.33,7.78,90.9,5,2.17,0.025,0.02,0.52
2024/1/2 20:00,1,8.24,11.18,1679.8,8.4,2.17,0.382,0.043,6.13
2024/1/3 0:00,1,8.27,11.46,1655.6,8,2.17,0.382,0.043,6.13
2024/1/3 4:00,1.9,8.12,12.25,627,1.6,2.17,0.025,0.021,5.15
2024/1/3 4:00,8.4,8.1,11.29,712.1,4.6,2.17,0.025,0.045,2.38
2024/1/3 4:00,12.1,8.06,8.44,1419.7,7.9,2.17,0.358,0.05,2.93
2024/1/3 4:00,10.4,7.88,10.31,594.5,1,2.17,0.025,0.073,3.91
2024/1/3 8:00,1.5,8.11,12.13,631.3,1.5,2.17,0.025,0.021,5.15
2024/1/3 4:00,8.4,8.1,11.29,712.1,4.6,2.17,0.025,0.045,2.38
2024/1/3 8:00,12,8.07,8.4,1417.9,9.6,2.17,0.366,0.05,2.93
2024/1/3 8:00,10.4,7.88,10.31,595.8,1,2.17,0.025,0.073,3.91
2024/1/3 12:00,14.5,7.43,8.24,309.8,9.1,2.17,0.083,0.035,2.6
2024/1/3 16:00,2.1,7.4,11.68,837.7,11.1,2.17,1.691,0.094,8.21
2024/1/3 16:00,10.2,8.2,11.92,540,4.7,2.17,0.025,0.028,3.38
2024/1/3 20:00,1.2,8.54,17.71,482.3,4.3,2.17,0.025,0.012,7.58
2024/1/3 20:00,9.5,7.84,11.68,332.9,3,2.17,0.025,0.005,1.05
2024/1/3 20:00,12.1,8.68,9.19,595.3,0.6,2.17,0.038,0.091,4.73
2024/1/3 20:00,1.2,8.54,17.71,482.3,4.3,2.17,0.025,0.012,7.58
2024/1/4 0:00,9,7.78,11.31,331.4,3.7,2.17,0.025,0.005,1.05
2024/1/1 4:00,1.2,7.85,11.52,334.5,5.3,2.17,0.033,0.015,4.78
2024/1/1 4:00,17.2,6.9,8.98,113.5,109.2,2.17,0.025,0.041,2.01
2024/1/1 4:00,4.2,8.7,10.98,878.5,13.5,2.17,0.025,0.005,0.83
2024/1/4 4:00,6.3,7.88,12.73,427.5,49.9,2.17,0.033,0.034,0.7
2024/1/4 4:00,7.8,7.5,11.77,346.2,1.8,2.17,0.201,0.022,3.21
2024/1/4 4:00,9.8,7.6,10.79,220.2,5.7,2.17,0.118,0.046,1.58
2024/1/4 4:00,14.3,7.44,8.48,301.1,9,2.17,0.081,0.036,2.58
2024/1/4 8:00,4.8,7.62,7.83,828.7,5,2.17,0.063,0.022,5.63
2024/1/4 8:00,0.6,8.05,12.83,961.9,4,2.17,0.178,0.046,11.16
2024/1/4 8:00,5.3,7.03,8.84,130.1,3.5,2.17,0.025,0.019,1.44
2024/1/4 8:00,14.2,7.42,8.36,303.8,9.5,2.17,0.11,0.036,2.55
2024/1/1 8:00,1.9,7.18,11.46,251.7,6.2,2.17,0.096,0.047,2.52
2024/1/1 8:00,8.3,7.57,10.45,345.5,8.5,2.17,0.181,0.028,3.84
2024/1/1 8:00,5.8,8.08,13.48,261.6,44.9,2.17,0.025,0.016,1.62
2024/1/1 12:00,3.7,8.06,11.53,1086.8,5.5,2.17,0.262,0.057,9.43
2024/1/1 12:00,8.1,7.58,12.14,341.4,1.7,2.17,0.175,0.021,3.16
2024/1/1 16:00,4,8.1,12.44,1076.7,5.7,2.17,0.268,0.051,9.34
2024/1/1 20:00,2.6,8.16,11.3,1392.9,28.6,2.17,0.13,0.036,4.15
2024/1/1 20:00,7.7,9.13,14.13,415.7,20.3,2.17,0.025,0.036,1.69
2024/1/1 20:00,8.6,7.17,10.76,177.2,30.3,2.17,0.468,0.072,0.79
2024/1/1 20:00,2.6,8.16,11.3,1392.9,28.6,2.17,0.13,0.036,4.15
2024/1/1 20:00,7.7,9.13,14.13,415.7,20.3,2.17,0.025,0.036,1.69
2024/1/2 0:00,8.4,7.15,10.19,177.9,31,2.17,0.468,0.072,0.79
,7.5,7.98,10.22,390.7,6.8,2.17,0.091,0.034,2.3
,12.8,7.38,4.99,532.8,1.9,2.17,0.025,0.048,1.39
,1.2,8.24,11,1770.7,2.6,2.17,0.367,0.04,5.21
2024/1/2 8:00,10.4,8.11,7.93,416.8,43.7,2.17,0.045,0.08,3.5
2024/1/2 8:00,12.2,8.76,10.86,257.9,3.9,2.17,0.025,0.014,1.07
2024/1/2 8:00,10,7.74,9.82,518.8,7.7,2.17,0.498,0.057,5.07
2024/1/2 8:00,19.2,7.26,6.29,3307.9,5.8,2.17,0.148,0.03,1.55
2024/1/2 12:00,13.9,7.03,10.11,230.3,10,2.16,0.05,0.036,2.14
2024/1/2 12:00,16.8,8.13,9.91,13118.7,40.3,2.16,0.269,0.08,2.37
2024/1/2 12:00,17.3,7.78,8.97,2092,3.6,2.16,0.091,0.053,2.62
2024/1/2 12:00,12.8,7.42,5.6,540,2.4,2.16,0.025,0.051,1.4
2024/1/2 16:00,1.2,8.48,11.3,1005.1,6.2,2.16,0.025,0.047,8.69
2024/1/2 16:00,11.1,7.59,7.01,460.9,61.3,2.16,0.98,0.165,3.61
2024/1/2 16:00,12,7.81,8.52,460.3,4.3,2.16,0.236,0.059,2.49
2024/1/2 16:00,11.2,7.41,10.73,225.7,7.5,2.16,0.143,0.062,2.55
2024/1/2 16:00,8.2,7.39,8.92,309.3,148.6,2.16,0.025,0.113,1.68
2024/1/2 16:00,12.2,8.09,8.68,1435.8,7.4,2.16,0.352,0.044,2.89
2024/1/2 16:00,12.3,7.93,10.81,610.4,5.9,2.16,0.025,0.051,1.69
2024/1/2 16:00,10.7,7.92,10.49,588.4,1,2.16,0.025,0.072,3.91
2024/1/2 20:00,6.2,8.58,11.23,367.9,2.8,2.16,0.031,0.025,0.64
2024/1/2 20:00,8.6,7.53,10.88,326.1,11.1,2.16,0.128,0.038,3.25
2024/1/2 20:00,8.5,7.88,10.6,281.9,5.1,2.16,0.336,0.1,3.25
2024/1/2 20:00,12.2,8.08,8.65,1425.1,8.1,2.16,0.358,0.044,2.93
2024/1/3 0:00,6.1,8.57,11.14,368.1,3,2.16,0.031,0.025,0.64
2024/1/3 0:00,8.6,7.53,10.88,326.1,11.1,2.16,0.128,0.038,3.25
2024/1/2 20:00,8.5,7.88,10.6,281.9,5.1,2.16,0.336,0.1,3.25
2024/1/3 0:00,12.1,8.07,8.54,1417.3,7.7,2.16,0.354,0.044,2.93
2024/1/3 4:00,14.4,7.4,8,310.2,10.7,2.16,0.111,0.039,2.71
2024/1/3 4:00,14.4,7.4,8,310.2,10.7,2.16,0.111,0.039,2.71
2024/1/3 12:00,5.9,7.99,12.83,909,8.9,2.16,0.185,0.097,10.38
2024/1/3 12:00,11.4,6.82,10.05,256.8,42.8,2.16,0.048,0.021,1.86
2024/1/3 12:00,11,7.53,12.09,273.9,28.4,2.16,0.352,0.039,3.19
2024/1/3 12:00,14.2,6.92,10.52,182,18.8,2.16,0.085,0.022,1.96
2024/1/3 16:00,13.9,8.35,11.04,524.3,28.2,2.16,0.057,0.059,1.77
2024/1/3 16:00,11.5,7.97,11.16,376.6,41,2.16,0.095,0.089,1.67
2024/1/3 16:00,17.9,7.93,9.75,1227,4.1,2.16,0.079,0.046,2.64
2024/1/3 16:00,12.2,7.28,6.5,319.6,5.2,2.16,0.025,0.025,0.98
2024/1/3 20:00,6.5,7.76,8.85,717.1,3.3,2.16,0.12,0.022,1.64
2024/1/3 20:00,13.3,6.62,4.94,208,15.7,2.16,0.025,0.026,2.7
2024/1/3 20:00,3.9,8.45,15.43,1428.8,15.7,2.16,0.025,0.016,2.36
2024/1/4 0:00,6,7.79,9.13,716,1.9,2.16,0.12,0.022,1.64
2024/1/4 0:00,12.8,6.63,5.01,208.1,15.6,2.16,0.025,0.026,2.7
2024/1/3 20:00,3.9,8.45,15.43,1428.8,15.7,2.16,0.025,0.016,2.36
2024/1/1 4:00,8.6,8.04,9.16,618.5,30.6,2.16,0.442,0.144,2.43
2024/1/4 8:00,1.4,8.14,13.44,931.3,0.7,2.16,0.07,0.019,13.26
2024/1/4 8:00,9,8.3,12.31,372.3,14,2.16,0.025,0.052,1.65
2024/1/1 8:00,6.1,7,8.95,126.9,3.4,2.16,0.025,0.016,1.41
2024/1/1 8:00,2.8,6.87,6.4,157.4,4.5,2.16,0.025,0.114,1.47
2024/1/1 8:00,10.3,7.97,9.68,479.5,7,2.16,0.795,0.06,3.08
2024/1/1 8:00,12.8,7.61,5.88,591.1,79.3,2.16,0.843,0.144,7.04
2024/1/1 12:00,1.7,8.25,12.4,481.1,1.2,2.16,0.025,0.005,1.88
2024/1/1 12:00,12,8.11,8.66,1554,10.2,2.16,0.254,0.039,2.72
2024/1/1 12:00,17,7.64,7.01,304,5,2.16,0.462,0.068,3.73
2024/1/1 16:00,6.1,8.59,12.11,366.3,2.8,2.16,0.027,0.024,0.64
2024/1/1 16:00,5,8.11,10.89,301.4,3.8,2.16,0.202,0.018,0.54
2024/1/1 16:00,10.8,8.02,10.95,572.3,10.8,2.16,0.025,0.078,3.08
2024/1/1 16:00,13.3,8.63,8.33,632.2,8.8,2.16,0.44,0.097,4.96
2024/1/1 20:00,1.5,8.24,12.16,476.1,1,2.16,0.025,0.005,1.86
2024/1/1 20:00,6,8.59,11.28,367.1,2.7,2.16,0.028,0.026,0.68
2024/1/1 20:00,8.6,7.57,10.79,320.6,9.6,2.16,0.164,0.042,3.3
2024/1/1 20:00,10.6,7.88,12.41,161.3,25.6,2.16,0.03,0.036,2.48
2024/1/1 20:00,11.2,7.4,10.72,223.8,6,2.16,0.131,0.061,2.65
2024/1/1 20:00,5.1,8.12,10.93,300.2,3.6,2.16,0.202,0.018,0.54
2024/1/1 20:00,9.3,7.8,11.38,333.5,3.9,2.16,0.025,0.005,1.06
2024/1/1 20:00,21.3,7.5,9.47,179.1,45.6,2.16,0.025,0.045,1.39
2024/1/1 20:00,9.6,8.02,9.07,355.7,3.8,2.16,0.025,0.02,0.7
2024/1/2 0:00,1.5,8.24,12.15,476.4,1.2,2.16,0.025,0.005,1.86
2024/1/2 0:00,6,8.59,11.19,367.6,2.7,2.16,0.028,0.026,0.68
2024/1/2 0:00,8.6,7.57,10.79,320.6,9.6,2.16,0.164,0.042,3.3
2024/1/1 20:00,10.6,7.88,12.41,161.3,25.6,2.16,0.03,0.036,2.48
2024/1/2 0:00,9.2,7.74,10.95,333.6,4.1,2.16,0.025,0.005,1.06
2024/1/2 0:00,21.2,7.5,9.51,179.5,38.5,2.16,0.025,0.045,1.39
2024/1/2 0:00,9.4,8.01,9.05,355.8,3.7,2.16,0.025,0.02,0.7
,9.4,7.26,10.63,380.5,10.9,2.16,0.184,0.047,3.22
,8.3,7.77,11.42,534.6,26,2.16,0.075,0.043,4.29
,12.2,8.06,8.23,1538,8,2.16,0.274,0.039,2.73
2024/1/2 8:00,5.5,7.04,8.95,128.4,3.6,2.16,0.025,0.017,1.41
2024/1/2 8:00,12.6,7.81,10.06,147.4,3.4,2.16,0.037,0.017,0.81
2024/1/2 8:00,19.3,7.12,7.96,116.9,17.3,2.16,0.069,0.071,2.02
2024/1/2 8:00,22.4,7.8,8.85,235.9,11,2.16,0.049,0.018,0.34
2024/1/2 12:00,4.9,8.06,11.42,805.4,5,2.15,0.09,0.005,3.75
2024/1/2 12:00,12.2,6.73,7.89,272.8,23.6,2.15,0.786,0.147,2.54
2024/1/2 12:00,15.8,7.46,8.77,167.4,1.9,2.15,0.284,0.047,2.4
2024/1/2 16:00,0.8,8.31,14.78,883.1,10.1,2.15,0.902,0.051,23.27
2024/1/2 16:00,12.2,6.75,9.26,272.4,37.2,2.15,0.73,0.145,2.52
2024/1/2 16:00,12.2,7.27,6.39,319.4,5.5,2.15,0.025,0.025,1.02
2024/1/2 16:00,11.7,8.31,8.67,422.9,14.9,2.15,0.051,0.175,5.19
2024/1/2 20:00,6.6,8.23,12.24,882,7,2.15,0.197,0.076,9.97
2024/1/2 20:00,8.2,7.56,10.3,117.8,1.4,2.15,0.03,0.009,0.57
2024/1/2 20:00,8.2,7.39,8.85,309.6,157.2,2.15,0.025,0.118,1.67
2024/1/2 20:00,22.7,7.27,7.61,90.4,5.4,2.15,0.025,0.019,0.52
2024/1/3 0:00,5.9,8.18,11.73,868.9,6.8,2.15,0.197,0.076,9.97
2024/1/2 20:00,8.2,7.56,10.3,117.8,1.4,2.15,0.03,0.009,0.57
2024/1/3 0:00,8.2,7.38,8.82,309.6,154.6,2.15,0.025,0.118,1.67
2024/1/3 0:00,22.6,7.27,7.59,90.4,5.3,2.15,0.025,0.019,0.52
2024/1/3 4:00,4.3,7.78,12.19,1160.1,7.6,2.15,0.179,0.042,13.81
2024/1/3 4:00,1.8,7.2,11.73,251,5.1,2.15,0.092,0.045,2.47
2024/1/3 8:00,4.4,7.83,12.39,1162.6,7.6,2.15,0.179,0.042,13.81
2024/1/3 8:00,1.8,7.19,11.69,251.7,4.9,2.15,0.092,0.045,2.47
2024/1/3 12:00,12.7,8.17,10.8,1259.9,2.4,2.15,0.049,0.063,10.92
2024/1/3 12:00,11,7.37,10.58,226.9,7.3,2.15,0.163,0.062,2.53
2024/1/3 16:00,1.6,8.24,12.01,469.1,1.8,2.15,0.025,0.005,1.85
2024/1/3 20:00,14.1,8.25,11.16,526.4,29,2.15,0.052,0.058,1.78
2024/1/3 20:00,10.3,7.88,9.04,461.1,7.5,2.15,1.108,0.052,3.52
2024/1/3 20:00,12.8,7.38,4.94,512.4,1.6,2.15,0.025,0.05,1.61
2024/1/3 20:00,14.1,8.25,11.16,526.4,29,2.15,0.052,0.058,1.78
2024/1/3 20:00,10.3,7.88,9.04,461.1,7.5,2.15,1.108,0.052,3.52
2024/1/4 0:00,12.8,7.37,4.74,509.6,1.6,2.15,0.025,0.05,1.61
2024/1/1 4:00,6.9,6.5,10.49,184.6,33.9,2.15,0.138,0.035,2.6
2024/1/1 4:00,10.2,8.1,10.54,321.2,2.7,2.15,0.062,0.092,2.35
2024/1/1 4:00,10.3,7.91,9.94,582.6,1,2.15,0.025,0.069,3.33
2024/1/1 4:00,9.1,8.31,10.26,320,2.4,2.15,0.025,0.017,1.92
2024/1/4 4:00,8.4,8.09,11.31,703.6,9.3,2.15,0.025,0.046,2.38
2024/1/4 8:00,2,8.48,11.14,1280.5,10.8,2.15,0.025,0.005,10.67
2024/1/4 8:00,7.6,8.09,11.14,293.1,9.3,2.15,0.114,0.062,3.04
2024/1/1 8:00,12.4,7.88,8.8,1245.9,2.5,2.15,0.061,0.077,9.95
2024/1/1 8:00,11.3,7.91,11.71,873.8,5.4,2.15,0.082,0.025,2.33
2024/1/1 8:00,10.4,7.91,10.04,582.5,1.1,2.15,0.025,0.07,3.46
2024/1/1 8:00,0.8,8.34,12.03,1368.4,22.8,2.15,0.044,0.021,3.5
2024/1/1 12:00,13.2,7.76,10.28,359.5,70.7,2.15,0.068,0.096,2.51
2024/1/1 12:00,16.8,8.24,8.44,38599.8,6.7,2.15,0.624,0.04,1.2
2024/1/1 12:00,22.7,7.96,9.63,234.6,11.5,2.15,0.026,0.016,0.21
2024/1/1 16:00,13.3,7.78,8.75,331.1,4.9,2.15,0.025,0.05,1.85
2024/1/1 20:00,4.8,8.08,11.79,795,5.1,2.15,0.086,0.005,3.79
2024/1/1 20:00,8.7,7.56,9.94,117.9,1.4,2.15,0.029,0.01,0.59
2024/1/1 20:00,2.6,8.29,9.55,719.7,29.9,2.15,0.228,0.043,3.95
2024/1/2 0:00,4.8,8.06,11.75,804.9,5.1,2.15,0.086,0.005,3.79
2024/1/1 20:00,8.7,7.56,9.94,117.9,1.4,2.15,0.029,0.01,0.59
2024/1/2 0:00,17,8.27,8.49,39108.9,7.5,2.15,0.423,0.04,1.15
2024/1/1 20:00,2.6,8.29,9.55,719.7,29.9,2.15,0.228,0.043,3.95
,8,7.54,11.91,343.3,2.1,2.15,0.188,0.021,3.16
,8.5,7.52,9.95,117.9,1.6,2.15,0.029,0.009,0.58
,8.3,7.13,9.87,177.8,30,2.15,0.468,0.072,0.72
,22.5,7.43,8.02,91.4,4.9,2.15,0.025,0.02,0.47
,12.6,8.34,8.42,610.4,11.6,2.15,0.158,0.094,3.2
2024/1/2 8:00,8,7.79,10.88,464,28.8,2.15,0.096,0.041,2.3
2024/1/2 8:00,9.5,7.19,10.51,121.6,13.8,2.15,0.025,0.02,1.62
2024/1/2 8:00,13.9,7.42,8.1,311.2,7.3,2.15,0.097,0.038,2.66
2024/1/2 12:00,8.8,7.8,9.76,437.9,30.1,2.14,0.065,0.062,2.77
2024/1/2 12:00,8.8,7.79,11.44,534.1,24.5,2.14,0.065,0.035,4.09
2024/1/2 12:00,4,8.65,15.5,1425.5,17.8,2.14,0.025,0.016,2.26
2024/1/2 12:00,18.9,7.6,7.9,312.8,15.9,2.14,0.467,0.148,2.94
2024/1/2 16:00,6.2,8.58,11.2,367.2,2.7,2.14,0.03,0.024,0.61
2024/1/2 16:00,4,8.67,15.52,1425.2,17,2.14,0.025,0.013,2.27
2024/1/2 16:00,11,8.31,12.06,641.4,2.2,2.14,0.434,0.05,4.83
2024/1/2 16:00,19.4,7.66,8.44,312.4,15.3,2.14,0.468,0.143,2.91
2024/1/2 20:00,4.7,7.99,11.47,813.1,4.6,2.14,0.086,0.005,3.78
2024/1/2 20:00,4,8.68,15.44,1421.6,17.4,2.14,0.025,0.016,2.34
2024/1/2 20:00,10.4,8.23,8.66,649,1.7,2.14,0.257,0.051,4.83
2024/1/2 20:00,10.5,7.99,10.51,328.1,2.7,2.14,0.118,0.1,2.5
2024/1/3 0:00,4.8,7.98,11.6,813.4,5,2.14,0.086,0.005,3.78
2024/1/2 20:00,4,8.68,15.44,1421.6,17.4,2.14,0.025,0.016,2.34
2024/1/3 0:00,8.4,7.56,6.75,685.9,1,2.14,0.257,0.051,4.83
2024/1/3 0:00,10.5,7.92,10.22,327.5,2.5,2.14,0.118,0.1,2.5
2024/1/3 4:00,9.6,7.22,11,513.7,15.1,2.14,0.11,0.082,2.04
2024/1/3 4:00,17,7.93,9.06,20325.7,34.7,2.14,0.24,0.062,2
2024/1/3 4:00,18.2,7.8,9.13,4443.9,10.3,2.14,0.098,0.034,1.67
2024/1/3 4:00,11.3,7.65,9.84,391,11,2.14,0.025,0.046,1.6
2024/1/3 4:00,9.6,7.22,11,513.7,15.1,2.14,0.11,0.082,2.04
2024/1/3 8:00,16.9,7.91,8.66,17768.2,29.3,2.14,0.24,0.062,2
2024/1/3 8:00,18,7.72,8.78,4530.1,10.6,2.14,0.074,0.034,1.67
2024/1/3 8:00,11.3,7.61,9.9,390.6,11.2,2.14,0.025,0.046,1.6
2024/1/3 12:00,6.8,7.84,9.97,701.1,1.5,2.14,0.114,0.023,1.29
2024/1/3 12:00,12.7,7.39,8.2,110.1,0.7,2.14,0.046,0.005,0.47
2024/1/3 12:00,8.5,8.22,12.47,546.5,4.9,2.14,0.025,0.027,3.48
2024/1/3 12:00,17.1,7.96,9.08,18684.7,37.9,2.14,0.395,0.059,2.19
2024/1/3 16:00,6.4,7.14,9.37,127.1,17.4,2.14,0.025,0.024,1.42
2024/1/3 16:00,12,8.72,11.9,594.7,0.7,2.14,0.042,0.09,4.83
2024/1/3 20:00,0.6,7.66,7.22,857.8,2.4,2.14,0.025,0.011,3.69
2024/1/3 20:00,2.6,8.56,12.03,1304.1,8,2.14,0.025,0.005,10.27
2024/1/3 20:00,6.4,8.57,11.34,367.5,2.8,2.14,0.03,0.025,0.6
2024/1/3 20:00,22.9,7.3,7.72,90.1,5.8,2.14,0.025,0.019,0.5
2024/1/3 20:00,10.6,7.93,10.42,331.1,2.7,2.14,0.251,0.11,2.74
2024/1/4 0:00,0.6,7.6,6.22,843,1.8,2.14,0.025,0.011,3.69
2024/1/4 0:00,2.4,8.58,11.52,1290.4,8.8,2.14,0.025,0.005,10.27
2024/1/4 0:00,6.3,8.58,11.32,368.9,3,2.14,0.03,0.025,0.6
2024/1/4 0:00,22.7,7.29,7.66,90,5.6,2.14,0.025,0.019,0.5
2024/1/4 0:00,10.5,7.93,10.25,331.2,3.4,2.14,0.251,0.11,2.74
2024/1/1 4:00,4.7,8.09,11.9,807.8,6.9,2.14,0.086,0.005,3.84
2024/12/31 20:00,2,8.23,12.1,774.9,14.4,2.14,0.051,0.028,5.43
2024/1/1 4:00,1.6,8.54,17.35,465.3,3.9,2.14,0.025,0.024,7.42
2024/1/1 4:00,8,7.76,11.16,522.8,25.7,2.14,0.077,0.047,4.17
2024/1/1 4:00,0.8,8.34,11.98,1364.2,21.5,2.14,0.036,0.021,3.46
2024/1/4 4:00,12.2,7.7,11.92,930.4,5.5,2.14,0.409,0.106,9.7
2024/1/4 4:00,1.2,8.24,12.25,481.8,2.7,2.14,0.025,0.005,1.9
2024/1/4 4:00,10.2,7.5,12.06,212.5,3.6,2.14,0.333,0.039,3.11
2024/1/4 4:00,16.8,8.89,11.11,86.9,35.1,2.14,0.025,0.037,1.44
2024/1/4 4:00,10.4,7.87,9.32,613.5,1.4,2.14,0.025,0.082,4.02
2024/1/4 4:00,14.6,8.48,8.38,600.1,35.9,2.14,0.118,0.155,5.31
2024/1/4 8:00,12.6,7.72,10.13,145.4,3.2,2.14,0.036,0.015,0.77
2024/1/4 8:00,18.1,7.84,8.95,7473.9,7.5,2.14,0.178,0.028,1.64
2024/1/4 8:00,19,7.61,7.74,314.5,14.1,2.14,0.205,0.12,2.57
2024/1/4 8:00,22.4,7.23,7.43,90.3,5.2,2.14,0.025,0.02,0.52
2024/1/4 8:00,0.7,8.47,11.13,1303.7,74.8,2.14,0.137,0.072,6.71
2024/1/1 8:00,5.7,7.79,8.85,703.5,7.8,2.14,0.119,0.024,1.29
2024/1/1 8:00,2.1,7.35,11.25,778.1,11.9,2.14,1.609,0.095,8.07
2024/1/1 8:00,9.6,7.11,10.85,153,42,2.14,0.07,0.041,2.22
2024/1/1 8:00,10.6,8.33,11.07,309.6,5.8,2.14,0.036,0.021,1.23
2024/1/1 8:00,14.9,7.39,9.29,254.6,29.6,2.14,0.694,0.048,3.6
2024/1/1 8:00,14.8,7.03,9.22,306,20,2.14,0.076,0.056,2.74
2024/1/1 12:00,0.7,7.68,9.49,965.3,1.8,2.14,0.105,0.024,4.6
2024/1/1 12:00,4.6,8.74,14.52,155.6,1.5,2.14,0.025,0.037,1.49
2024/1/1 12:00,8,7.34,8.61,311.9,179.8,2.14,0.025,0.116,1.61
2024/1/1 16:00,0.6,7.74,10.28,978.2,1.9,2.14,0.025,0.017,4.62
2024/1/1 16:00,19.9,6.69,8.9,2425.7,8.4,2.14,0.125,0.097,4.44
2024/1/1 16:00,13.8,8.22,13.75,180.3,6,2.14,0.025,0.065,1.64
2024/1/1 16:00,8.1,7.27,8.71,308.4,158.9,2.14,0.025,0.124,1.59
2024/1/1 16:00,16.9,8.3,8.52,41262.3,11.4,2.14,0.604,0.05,1.46
2024/1/1 16:00,18.2,7.21,8.41,272.6,16.3,2.14,0.218,0.126,2.52
2024/1/1 16:00,21.5,7.48,9.47,186.5,43.4,2.14,0.025,0.046,1.41
2024/1/1 16:00,10.2,7.58,9.36,250.8,11.9,2.14,0.262,0.115,2.41
2024/1/1 16:00,11.2,8.32,10.44,668.6,17.9,2.14,0.224,0.087,4.16
2024/1/1 16:00,17.4,7.72,7.25,319,6.2,2.14,0.3,0.07,4.26
2024/1/1 20:00,6.9,8.22,12.11,876.5,9.7,2.14,0.163,0.09,10.61
2024/1/1 20:00,1.6,8.49,9.78,1189,3.4,2.14,0.411,0.056,13.26
2024/1/1 20:00,14.4,8.59,10.22,652.1,4.5,2.14,0.025,0.005,1.48
2024/1/2 0:00,6.2,8.17,11.63,863.1,10.6,2.14,0.163,0.09,10.61
2024/1/2 0:00,1.6,8.38,9.21,1203.8,4.1,2.14,0.411,0.056,13.26
2024/1/1 20:00,14.4,8.59,10.22,652.1,4.5,2.14,0.025,0.005,1.48
,4.8,8.06,11.69,806.7,5.4,2.14,0.086,0.005,3.76
,8.7,7.42,6.17,685.8,0.7,2.14,0.23,0.044,4.06
,19.4,7.69,7.98,306.7,12.9,2.14,0.285,0.142,2.78
2024/1/2 8:00,8.6,7.42,6.29,689.2,0.7,2.14,0.384,0.046,4.32
2024/1/2 8:00,16.1,8.78,11.16,86.6,37.2,2.14,0.025,0.044,1.49
2024/1/2 8:00,10.4,8,10.38,325.6,2.8,2.14,0.106,0.096,2.41
2024/1/2 8:00,13.5,8.37,8.45,651.9,4.7,2.14,0.025,0.005,1.51
2024/1/2 12:00,10.4,7.4,10.74,211.7,6.8,2.13,0.131,0.052,1.6
2024/1/2 16:00,10.3,7.4,10.71,211.1,6.3,2.13,0.131,0.052,1.6
2024/1/2 16:00,1.1,8.25,11.23,1726.1,4.8,2.13,0.354,0.042,5.49
2024/1/2 16:00,1.1,8.48,11.69,1329.8,213.5,2.13,0.27,0.091,6.66
